,puntuacion,total_premios,razzie,director,guion,musica,fotografia,reparto_1,reparto_2,reparto_3,reparto_4,reparto_5,duracion,year,accion,aventuras,belico,ciencia ficcion,cine negro,comedia,drama,fantastico,infantil,intriga,musical,romance,terror,thriller,western,pais
1487,3.9,0,0,0,0,0,0,0,0,1,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5182
1488,4.8,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5182
1489,6.1,0,0,0,0,0,1,1,0,0,3,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,151
1490,4.5,0,0,0,0,0,0,0,0,1,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5182
1491,4.8,0,0,0,0,0,0,0,0,0,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5182
1492,6.0,0,0,0,0,0,5,0,0,0,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5182
1494,5.1,0,0,1,0,0,4,1,1,1,0,0,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5182
1495,8.1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,716
1496,5.5,0,0,0,0,4,4,3,0,5,2,0,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5182
1498,5.5,0,0,6,0,9,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5182
1499,4.7,0,0,0,0,0,1,2,0,1,3,1,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5182
1500,6.8,0,0,0,0,0,0,3,1,2,10,1,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5182
1501,4.3,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,879
1502,6.8,0,0,0,0,1,0,0,0,2,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,88
1503,6.7,0,0,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
1504,6.6,0,0,0,0,2,3,3,0,3,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,178
1505,7.7,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5182
1506,6.5,1,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5182
1507,4.1,0,0,0,0,0,0,2,0,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716
1508,4.5,0,0,0,0,0,1,5,0,0,1,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5182
1509,8.2,8,0,4,0,1,6,2,7,8,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5182
1510,4.1,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,213
1511,5.6,0,0,0,0,0,0,0,0,2,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5182
1512,6.6,0,0,0,1,0,0,1,1,0,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,879
1513,6.0,0,0,1,0,0,0,0,0,0,5,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,716
1514,7.7,5,0,1,0,0,4,2,0,0,1,0,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,78
1515,3.8,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,74
1516,5.1,0,0,1,0,1,0,2,1,4,0,0,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5182
1518,3.8,0,0,0,0,0,0,2,2,0,1,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5182
1519,5.1,0,0,0,0,0,1,0,3,0,1,5,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5182
1520,6.6,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,151
1521,7.9,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,78
1522,6.1,0,0,0,0,2,0,0,0,0,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
1523,6.6,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,879
1524,7.0,1,0,0,1,1,1,0,0,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,879
1525,6.6,0,0,1,0,0,3,10,4,0,2,5,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5182
1526,8.1,0,0,0,0,0,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5182
1527,8.3,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5182
1528,6.0,0,0,2,0,9,4,8,12,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,879
1532,8.1,4,0,1,1,0,2,7,3,0,6,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5182
1533,5.4,0,0,0,1,0,3,0,0,0,0,0,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5182
1534,6.7,0,0,0,0,2,0,7,7,3,4,0,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5182
1535,5.1,0,0,2,0,0,0,2,4,2,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,313
1536,6.2,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5182
1537,7.0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,879
1538,6.7,0,0,0,0,0,0,0,0,0,6,0,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,879
1539,6.3,1,0,1,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,151
1540,5.0,0,0,0,0,4,0,2,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,716
1541,7.6,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,213
1542,6.7,0,0,1,1,1,0,0,0,0,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,140
1543,5.1,0,0,0,0,0,0,0,1,0,0,4,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,879
1544,7.1,0,0,0,0,0,0,1,0,0,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,67
1545,6.5,0,0,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1042
1546,4.7,0,0,0,0,0,0,5,1,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5182
1547,7.2,1,0,5,0,0,0,1,0,3,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5182
1548,6.7,1,0,1,0,4,2,9,1,0,0,5,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,716
1550,7.1,0,0,0,0,2,3,0,0,0,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,178
1551,7.2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5182
1552,7.6,0,0,5,0,0,0,2,1,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5182
1553,6.1,0,0,0,0,0,0,6,0,4,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1042
1554,7.4,5,0,0,1,0,5,1,5,5,0,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,879
1556,4.4,0,0,0,0,0,0,2,2,0,0,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5182
1557,6.0,0,0,0,0,0,1,0,0,1,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1042
1558,4.8,4,0,1,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1042
1560,5.6,0,0,0,0,0,0,1,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,879
1561,4.1,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5182
1562,6.3,0,0,0,0,0,0,0,4,7,3,1,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1042
1564,6.5,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,716
1565,6.9,1,0,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,716
1566,7.0,0,0,0,0,0,0,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,879
1567,6.7,0,0,0,0,17,0,2,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,313
1569,5.2,0,0,0,0,0,0,2,0,1,1,0,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,716
1570,5.4,1,0,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,879
1571,5.4,1,2,2,0,0,0,5,0,0,1,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5182
1572,6.8,3,0,0,1,1,0,9,13,6,6,2,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5182
1573,6.2,1,0,0,0,9,0,7,10,0,0,0,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5182
1574,7.5,0,0,2,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,879
1575,7.4,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5182
1576,3.7,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1042
1577,6.1,0,0,0,0,0,0,1,0,0,1,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,151
1578,6.3,10,0,2,1,1,3,7,3,0,7,1,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5182
1579,5.5,0,0,0,0,0,0,0,2,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,716
1580,5.0,0,0,0,0,0,0,1,0,0,0,4,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5182
1581,5.5,0,0,3,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178
1582,6.4,0,0,0,0,0,1,0,0,0,0,0,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5182
1583,6.7,3,0,0,1,0,1,3,0,0,2,2,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,716
1584,8.1,1,0,8,1,0,3,4,5,2,7,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5182
1585,4.2,1,0,0,0,0,1,9,0,1,0,0,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5182
1587,5.0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5182
1588,6.2,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5182
1589,4.1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5182
1590,6.6,0,0,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,716
1591,5.6,0,0,0,0,0,1,0,1,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1042
1592,5.1,0,0,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,879
1593,6.2,0,0,0,0,2,1,0,0,0,0,4,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,879
1594,4.3,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5182
1595,6.4,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
1596,5.1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5182
1597,6.4,3,0,1,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5
1598,6.6,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5182
1599,3.8,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,151
1600,6.4,0,0,1,0,0,2,0,0,3,0,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5182
1601,3.9,0,0,0,1,1,0,0,1,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5182
1602,6.4,3,0,2,1,1,0,1,7,1,1,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1042
1604,4.8,0,0,0,0,2,0,0,0,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5182
1608,5.1,0,0,0,1,0,1,0,0,1,2,0,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5182
1609,6.5,0,0,0,0,0,0,5,7,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5182
1610,5.1,0,0,0,0,0,0,0,0,0,1,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5182
1611,5.4,0,0,0,0,0,0,1,1,4,3,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5182
1612,7.5,6,0,2,0,0,3,0,9,0,0,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5182
1613,4.8,0,0,0,1,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,178
1614,6.3,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
1615,7.5,5,0,1,0,0,0,3,1,0,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,313
1616,6.3,0,0,0,2,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,27
1617,4.1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5182
1618,6.4,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,140
1619,4.6,0,0,1,0,0,1,1,0,0,0,0,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,716
1621,6.4,0,0,0,0,0,1,0,0,1,1,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5182
1622,3.8,0,0,0,0,0,0,0,0,2,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1042
1623,7.6,0,0,0,0,0,0,0,3,2,5,0,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5182
1624,6.5,0,0,0,0,0,1,0,0,2,0,0,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,716
1625,4.3,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,879
1626,6.1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25
1627,4.2,0,0,0,0,0,0,0,0,0,7,2,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5182
1628,7.4,0,0,0,0,0,0,1,1,4,1,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,879
1629,4.2,0,0,0,0,0,0,0,0,1,0,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5182
1630,6.3,0,0,1,0,0,0,3,0,0,0,2,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1042
1631,6.1,0,0,0,0,0,10,3,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,879
1632,7.3,0,0,2,0,0,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5182
1633,4.4,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5182
1634,4.2,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,879
1635,5.4,0,0,0,1,3,0,1,2,0,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5182
1636,4.0,1,2,0,1,0,0,0,7,3,0,2,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5182
1637,5.4,0,0,0,0,0,0,0,1,14,0,0,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5182
1638,4.4,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,879
1639,5.2,0,0,0,0,0,0,2,2,1,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1042
1641,4.2,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1042
1642,6.5,0,0,2,1,4,0,1,0,3,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1042
1644,6.5,0,0,6,0,13,5,0,1,0,0,3,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5182
1645,7.4,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5182
1646,4.8,0,0,0,0,2,0,0,4,4,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5182
1647,6.2,0,0,0,0,0,0,7,0,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5182
1648,6.5,0,0,0,0,1,0,3,0,0,8,0,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5182
1649,6.0,2,0,0,0,0,0,0,4,1,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5182
1650,7.0,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5182
1651,5.1,0,0,0,1,1,0,2,4,0,0,0,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5182
1652,4.4,0,0,0,0,0,0,2,1,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5182
1653,6.3,0,0,0,0,0,0,0,0,3,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5182
1654,6.5,0,0,1,0,1,10,0,0,0,14,1,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,879
1656,6.8,0,0,0,0,17,4,0,0,0,1,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,313
1658,6.7,0,0,1,0,0,0,1,0,0,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,60
1659,6.8,0,0,1,0,0,1,0,5,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,716
1660,7.7,9,0,2,2,3,0,0,3,0,0,2,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5182
1672,6.3,0,0,0,0,0,0,1,11,0,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5182
1673,6.6,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1042
1674,7.4,3,0,1,0,0,1,3,4,0,1,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5182
1675,4.1,0,0,0,0,0,0,0,0,0,2,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5182
1676,5.1,0,0,1,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5182
1677,6.2,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,178
1678,6.5,4,0,0,0,0,1,4,0,0,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5182
1679,7.2,21,0,6,0,0,0,0,8,2,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5182
1680,5.1,0,0,2,2,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5182
1681,7.6,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1042
1682,7.7,9,0,1,1,2,1,3,3,1,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1042
1684,7.0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5182
1685,8.4,0,0,4,0,1,0,0,3,1,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5182
1686,6.6,0,0,2,0,0,0,2,2,0,1,0,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5182
1687,5.6,0,0,1,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1042
1688,5.2,0,0,0,0,0,0,6,2,7,3,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5182
1689,5.4,0,0,0,0,0,0,0,0,1,1,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716
1690,4.7,0,0,1,0,0,1,3,2,1,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,313
1691,4.2,0,0,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5182
1692,4.8,0,0,1,0,0,0,0,1,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5182
1693,6.7,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5182
1694,4.4,0,0,0,0,2,1,10,1,0,1,0,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,716
1696,6.6,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,879
1697,6.7,1,0,3,0,0,0,1,8,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5182
1698,6.6,2,0,0,0,0,1,1,0,0,1,0,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5182
1699,4.1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5182
1700,5.5,0,0,0,0,4,0,0,0,0,1,0,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,716
1701,7.1,0,0,0,0,0,1,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5182
1702,5.5,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5182
1703,7.2,5,0,1,0,1,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,716
1705,3.9,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5182
1706,6.6,0,0,6,0,2,1,2,3,7,6,0,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,313
1707,4.4,0,0,0,0,0,0,4,0,1,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5182
1708,5.2,0,0,1,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1042
1709,5.4,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,313
1711,4.6,0,0,0,0,0,1,2,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1042
1712,6.4,0,0,0,1,1,0,1,0,0,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,140
1713,7.3,13,0,5,0,3,1,4,0,0,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1042
1714,4.5,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22
1715,5.1,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1042
1716,6.9,14,0,0,0,1,0,0,4,1,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5182
1717,5.2,0,0,1,0,0,1,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,60
1718,6.1,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,70
1719,7.2,7,0,1,0,0,1,0,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,879
1720,5.0,0,0,1,0,0,0,0,1,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5182
1721,6.4,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5182
1722,3.8,0,0,0,0,0,0,5,0,0,1,5,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5182
1723,6.4,0,0,2,2,0,1,2,0,0,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,716
1724,4.2,0,0,2,0,0,0,1,0,1,3,0,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5182
1726,5.5,0,0,0,1,0,0,9,0,0,5,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,879
1727,6.7,1,0,2,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,151
1728,7.4,0,0,5,0,0,0,4,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,879
1729,6.0,1,0,0,1,0,0,1,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,716
1730,6.3,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
1731,7.1,3,0,5,0,3,1,4,3,1,4,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1042
1732,6.3,0,0,0,0,0,2,5,2,0,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36
1733,6.4,0,0,0,0,0,0,3,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,151
1734,4.6,0,0,0,0,1,0,3,2,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1042
