id;festival;categoria;año;premiado_a;director
3349;Asociación de Críticos de Chicago ; Mejor director: ;1997; L.A. Confidential ; Kenneth Branagh
3350;Asociación de Críticos de Chicago ; Mejor director: ;1996; Fargo ; Barry Jenkins
3351;Asociación de Críticos de Chicago ; Mejor director: ;1995; Nixon ; Trevante Rhodes
3352;Asociación de Críticos de Chicago ; Mejor director: ;1994; Pulp Fiction ; Naomie Harris
3353;Asociación de Críticos de Chicago ; Mejor director: ;1993; La lista de Schindler ; Mahershala Ali
3354;Asociación de Críticos de Chicago ; Mejor director: ;1992; El juego de Hollywood ; George Miller
3355;Asociación de Críticos de Chicago ; Mejor director: ;1991; El silencio de los corderos ; Tom Hardy
3356;Asociación de Críticos de Chicago ; Mejor director: ;1990; Uno de los nuestros ; Charlize Theron
3357;Asociación de Críticos de Chicago ; Mejor director: ;1989; Haz lo que debas ; Nicholas Hoult
3358;Asociación de Críticos de Chicago ; Mejor director: ;1988; ¿Quién engañó a Roger Rabbit? ; Richard Linklater
3359;Asociación de Críticos de Boston (BSFC) ; Mejor película: ;2022; Retorno a Seúl ; Davy Chou
3360;Asociación de Críticos de Boston (BSFC) ; Mejor película: ;2021; Drive My Car ; Ji-min Park
3361;Asociación de Críticos de Boston (BSFC) ; Mejor película: ;2020; Nomadland ; Louis-Do de Lencquesaing
3362;Asociación de Críticos de Boston (BSFC) ; Mejor película: ;2019; Mujercitas ; Yoann Zimmer
3363;Asociación de Críticos de Boston (BSFC) ; Mejor película: ;2018; El blues de Beale Street ; Ryûsuke Hamaguchi
3364;Asociación de Críticos de Boston (BSFC) ; Mejor película: ;2017; El hilo invisible ; Hidetoshi Nishijima
3365;Asociación de Críticos de Boston (BSFC) ; Mejor película: ;2016; La ciudad de las estrellas (La La Land) ; Tôko Miura
3366;Asociación de Críticos de Boston (BSFC) ; Mejor película: ;2015; Spotlight ; Reika Kirishima
3367;Asociación de Críticos de Boston (BSFC) ; Mejor película: ;2014; Boyhood (Momentos de una vida) ; Chloé Zhao
3368;Asociación de Críticos de Boston (BSFC) ; Mejor película: ;2013; 12 años de esclavitud ; Frances McDormand
3369;Asociación de Críticos de Boston (BSFC) ; Mejor película: ;2012; La noche más oscura (Zero Dark Thirty) ; David Strathairn
3370;Asociación de Críticos de Boston (BSFC) ; Mejor película: ;2011; The Artist ; Linda May
3371;Asociación de Críticos de Boston (BSFC) ; Mejor película: ;2010; La red social ; Greta Gerwig
3372;Asociación de Críticos de Boston (BSFC) ; Mejor película: ;2009; En tierra hostil ; Saoirse Ronan
3373;Asociación de Críticos de Boston (BSFC) ; Mejor película: ;2008; WALL•E ; Timothée Chalamet
3374;Asociación de Críticos de Boston (BSFC) ; Mejor película: ;2007; Slumdog Millionaire ; Emma Watson
3375;Asociación de Críticos de Boston (BSFC) ; Mejor película: ;2006; No es país para viejos ; Barry Jenkins
3376;Asociación de Críticos de Boston (BSFC) ; Mejor película: ;2005; Infiltrados ; KiKi Layne
3377;Asociación de Críticos de Boston (BSFC) ; Mejor película: ;2004; Brokeback Mountain (En terreno vedado) ; Stephan James
3378;Asociación de Críticos de Boston (BSFC) ; Mejor película: ;2003; Entre copas ; Regina King
3379;Asociación de Críticos de Boston (BSFC) ; Mejor película: ;2002; Mystic River ; Paul Thomas Anderson
3380;Asociación de Críticos de Boston (BSFC) ; Mejor película: ;2001; El pianista ; Daniel Day-Lewis
3381;Asociación de Críticos de Boston (BSFC) ; Mejor película: ;2000; Mulholland Drive ; Vicky Krieps
3382;Asociación de Críticos de Boston (BSFC) ; Mejor película: ;1999; Casi famosos ; Lesley Manville
3383;Asociación de Críticos de Boston (BSFC) ; Mejor película: ;1998; Tres reyes ; Damien Chazelle
3384;Asociación de Críticos de Boston (BSFC) ; Mejor película: ;1997; Out of Sight (Un romance muy peligroso) ; Emma Stone
3385;Asociación de Críticos de Boston (BSFC) ; Mejor película: ;1996; L.A. Confidential ; Ryan Gosling
3386;Asociación de Críticos de Boston (BSFC) ; Mejor película: ;1995; Trainspotting ; John Legend
3387;Asociación de Críticos de Boston (BSFC) ; Mejor película: ;1994; Sentido y sensibilidad ; Tom McCarthy
3388;Asociación de Críticos de Boston (BSFC) ; Mejor película: ;1993; Pulp Fiction ; Michael Keaton
3389;Asociación de Críticos de Boston (BSFC) ; Mejor película: ;1992; La lista de Schindler ; Mark Ruffalo
3390;Asociación de Críticos de Boston (BSFC) ; Mejor película: ;1991; Sin perdón ; Rachel McAdams
3391;Asociación de Críticos de Boston (BSFC) ; Mejor película: ;1990; El silencio de los corderos ; Richard Linklater
3392;Asociación de Críticos de Boston (BSFC) ; Mejor película: ;1989; Uno de los nuestros ; Ellar Coltrane
3393;Asociación de Críticos de Boston (BSFC) ; Mejor película: ;1988; Delitos y faltas ; Patricia Arquette
3394;Asociación de Críticos de Boston (BSFC) ; Mejor película: ;1987; Los búfalos de Durham ; Ethan Hawke
3395;Asociación de Críticos de Boston (BSFC) ; Mejor película: ;1986; Esperanza y gloria ; Steve McQueen
3396;Asociación de Críticos de Boston (BSFC) ; Mejor película: ;1985; Terciopelo azul ; Chiwetel Ejiofor
3397;Asociación de Críticos de Boston (BSFC) ; Mejor película: ;1984; Ran ; Michael Fassbender
3398;Asociación de Críticos de Boston (BSFC) ; Mejor película: ;1983; Los gritos del silencio ; Lupita Nyong'o
3399;Asociación de Críticos de Boston (BSFC) ; Mejor película: ;1982; La noche de San Lorenzo ; Kathryn Bigelow
3400;Asociación de Críticos de Boston (BSFC) ; Mejor película: ;1981; E.T. el extraterrestre ; Jessica Chastain
3401;Asociación de Críticos de Boston (BSFC) ; Mejor película: ;1980; Pixote, la ley del más débil ; Joel Edgerton
3402;Premios del Sindicato de Actores (SAG) ; Mejor reparto (Largometraje): ;2023; Todo a la vez en todas partes ; Dan Kwan
3403;Premios del Sindicato de Actores (SAG) ; Mejor reparto (Largometraje): ;2022; CODA: Los sonidos del silencio ; Daniel Scheinert
3404;Premios del Sindicato de Actores (SAG) ; Mejor reparto (Largometraje): ;2021; El juicio de los 7 de Chicago ; Daniels
3405;Premios del Sindicato de Actores (SAG) ; Mejor reparto (Largometraje): ;2020; Parásitos ; Michelle Yeoh
3406;Premios del Sindicato de Actores (SAG) ; Mejor reparto (Largometraje): ;2019; Black Panther ; Ke Huy Quan
3407;Premios del Sindicato de Actores (SAG) ; Mejor reparto (Largometraje): ;2018; Tres anuncios en las afueras ; Jamie Lee Curtis
3408;Premios del Sindicato de Actores (SAG) ; Mejor reparto (Largometraje): ;2017; Figuras ocultas ; Siân Heder
3409;Premios del Sindicato de Actores (SAG) ; Mejor reparto (Largometraje): ;2016; Spotlight ; Emilia Jones
3410;Premios del Sindicato de Actores (SAG) ; Mejor reparto (Largometraje): ;2015; Birdman o (La inesperada virtud de la ignorancia) ; Troy Kotsur
3411;Premios del Sindicato de Actores (SAG) ; Mejor reparto (Largometraje): ;2014; La gran estafa americana ; Marlee Matlin
3412;Premios del Sindicato de Actores (SAG) ; Mejor reparto (Largometraje): ;2013; Argo ; Aaron Sorkin
3413;Premios del Sindicato de Actores (SAG) ; Mejor reparto (Largometraje): ;2012; Criadas y señoras ; Eddie Redmayne
3414;Premios del Sindicato de Actores (SAG) ; Mejor reparto (Largometraje): ;2011; El discurso del Rey ; Sacha Baron Cohen
3415;Premios del Sindicato de Actores (SAG) ; Mejor reparto (Largometraje): ;2010; Malditos bastardos ; Mark Rylance
3416;Premios del Sindicato de Actores (SAG) ; Mejor reparto (Largometraje): ;2009; Slumdog Millionaire ; Bong Joon-ho
3417;Premios del Sindicato de Actores (SAG) ; Mejor reparto (Largometraje): ;2008; No es país para viejos ; Song Kang-ho
3418;Premios del Sindicato de Actores (SAG) ; Mejor reparto (Largometraje): ;2007; Pequeña Miss Sunshine ; Lee Sun-Kyun
3419;Premios del Sindicato de Actores (SAG) ; Mejor reparto (Largometraje): ;2006; Crash (Colisión) ; Jang Hye-jin
3420;Premios del Sindicato de Actores (SAG) ; Mejor reparto (Largometraje): ;2005; Entre copas ; Ryan Coogler
3421;Premios del Sindicato de Actores (SAG) ; Mejor reparto (Largometraje): ;2004; El señor de los anillos: El retorno del rey ; Chadwick Boseman
3422;Premios del Sindicato de Actores (SAG) ; Mejor reparto (Largometraje): ;2003; Chicago ; Michael B. Jordan
3423;Premios del Sindicato de Actores (SAG) ; Mejor reparto (Largometraje): ;2002; Gosford Park ; Lupita Nyong'o
3424;Premios del Sindicato de Actores (SAG) ; Mejor reparto (Largometraje): ;2001; Traffic ; Martin McDonagh
3425;Premios del Sindicato de Actores (SAG) ; Mejor reparto (Largometraje): ;2000; American Beauty ; Frances McDormand
3426;Premios del Sindicato de Actores (SAG) ; Mejor reparto (Largometraje): ;1999; Shakespeare enamorado ; Woody Harrelson
3427;Premios del Sindicato de Actores (SAG) ; Mejor reparto (Largometraje): ;1998; Full Monty ; Sam Rockwell
3428;Premios del Sindicato de Actores (SAG) ; Mejor reparto (Largometraje): ;1997; Una jaula de grillos ; Theodore Melfi
3429;Premios del Sindicato de Actores (SAG) ; Mejor reparto (Largometraje): ;1996; Apolo 13 ; Taraji P. Henson
3430;Premios del Sindicato de Actores (SAG) ; Mejor actor (Largometraje): ;2023; La ballena (The Whale) ; Darren Aronofsky
3431;Premios del Sindicato de Actores (SAG) ; Mejor actor (Largometraje): ;2022; El método Williams ; Brendan Fraser
3432;Premios del Sindicato de Actores (SAG) ; Mejor actor (Largometraje): ;2021; La madre del blues ; Sadie Sink
3433;Premios del Sindicato de Actores (SAG) ; Mejor actor (Largometraje): ;2020; Joker ; Hong Chau
3434;Premios del Sindicato de Actores (SAG) ; Mejor actor (Largometraje): ;2019; Bohemian Rhapsody ; Reinaldo Marcus Green
3435;Premios del Sindicato de Actores (SAG) ; Mejor actor (Largometraje): ;2018; El instante más oscuro ; Will Smith
3436;Premios del Sindicato de Actores (SAG) ; Mejor actor (Largometraje): ;2017; Fences ; Aunjanue Ellis
3437;Premios del Sindicato de Actores (SAG) ; Mejor actor (Largometraje): ;2016; El renacido ; Jon Bernthal
3438;Premios del Sindicato de Actores (SAG) ; Mejor actor (Largometraje): ;2015; La teoría del todo ; George C. Wolfe
3439;Premios del Sindicato de Actores (SAG) ; Mejor actor (Largometraje): ;2014; Dallas Buyers Club ; Viola Davis
3440;Premios del Sindicato de Actores (SAG) ; Mejor actor (Largometraje): ;2013; Lincoln ; Chadwick Boseman
3441;Premios del Sindicato de Actores (SAG) ; Mejor actor (Largometraje): ;2012; The Artist ; Glynn Turman
3442;Premios del Sindicato de Actores (SAG) ; Mejor actor (Largometraje): ;2011; El discurso del Rey ; Todd Phillips
3443;Premios del Sindicato de Actores (SAG) ; Mejor actor (Largometraje): ;2010; Corazón rebelde ; Joaquin Phoenix
3444;Premios del Sindicato de Actores (SAG) ; Mejor actor (Largometraje): ;2009; Mi nombre es Harvey Milk ; Robert De Niro
3445;Premios del Sindicato de Actores (SAG) ; Mejor actor (Largometraje): ;2008; Pozos de ambición ; Zazie Beetz
3446;Premios del Sindicato de Actores (SAG) ; Mejor actor (Largometraje): ;2007; El último rey de Escocia ; Bryan Singer
3447;Premios del Sindicato de Actores (SAG) ; Mejor actor (Largometraje): ;2006; Truman Capote ; Rami Malek
3448;Premios del Sindicato de Actores (SAG) ; Mejor actor (Largometraje): ;2005; Ray ; Joseph Mazzello
3449;Premios del Sindicato de Actores (SAG) ; Mejor actor (Largometraje): ;2004; Piratas del Caribe: La maldición de la Perla Negra ; Ben Hardy
3450;Premios del Sindicato de Actores (SAG) ; Mejor actor (Largometraje): ;2003; Gangs of New York ; Joe Wright
3451;Premios del Sindicato de Actores (SAG) ; Mejor actor (Largometraje): ;2002; Una mente maravillosa ; Gary Oldman
3452;Premios del Sindicato de Actores (SAG) ; Mejor actor (Largometraje): ;2001; Traffic ; Ben Mendelsohn
3453;Premios del Sindicato de Actores (SAG) ; Mejor actor (Largometraje): ;2000; American Beauty ; Kristin Scott Thomas
3454;Premios del Sindicato de Actores (SAG) ; Mejor actor (Largometraje): ;1999; La vida es bella ; Denzel Washington
3455;Premios del Sindicato de Actores (SAG) ; Mejor actor (Largometraje): ;1998; Mejor... imposible ; Denzel Washington
3456;Premios del Sindicato de Actores (SAG) ; Mejor actor (Largometraje): ;1997; Shine. El resplandor de un genio ; Viola Davis
3457;Premios del Sindicato de Actores (SAG) ; Mejor actor (Largometraje): ;1996; Leaving Las Vegas ; Stephen Henderson
3458;Premios del Sindicato de Actores (SAG) ; Mejor actor (Largometraje): ;1995; Forrest Gump ; Alejandro González Iñárritu
3459;Premios del Sindicato de Directores (DGA) ; Mejor dirección / película: ;2023; Todo a la vez en todas partes ; Dan Kwan
3460;Premios del Sindicato de Directores (DGA) ; Mejor dirección / película: ;2022; El poder del perro ; Daniel Scheinert
3461;Premios del Sindicato de Directores (DGA) ; Mejor dirección / película: ;2021; Nomadland ; Daniels
3462;Premios del Sindicato de Directores (DGA) ; Mejor dirección / película: ;2020;1917; Michelle Yeoh
3463;Premios del Sindicato de Directores (DGA) ; Mejor dirección / película: ;2019; Roma ; Ke Huy Quan
3464;Premios del Sindicato de Directores (DGA) ; Mejor dirección / película: ;2018; La forma del agua ; Jamie Lee Curtis
3465;Premios del Sindicato de Directores (DGA) ; Mejor dirección / película: ;2017; La ciudad de las estrellas (La La Land) ; Jane Campion
3466;Premios del Sindicato de Directores (DGA) ; Mejor dirección / película: ;2016; El renacido ; Benedict Cumberbatch
3467;Premios del Sindicato de Directores (DGA) ; Mejor dirección / película: ;2015; Birdman o (La inesperada virtud de la ignorancia) ; Jesse Plemons
3468;Premios del Sindicato de Directores (DGA) ; Mejor dirección / película: ;2014; Gravity ; Kirsten Dunst
3469;Premios del Sindicato de Directores (DGA) ; Mejor dirección / película: ;2013; Argo ; Chloé Zhao
3470;Premios del Sindicato de Directores (DGA) ; Mejor dirección / película: ;2012; The Artist ; Frances McDormand
3471;Premios del Sindicato de Directores (DGA) ; Mejor dirección / película: ;2011; El discurso del Rey ; David Strathairn
3472;Premios del Sindicato de Directores (DGA) ; Mejor dirección / película: ;2010; En tierra hostil ; Linda May
3473;Premios del Sindicato de Directores (DGA) ; Mejor dirección / película: ;2009; Slumdog Millionaire ; Sam Mendes
3474;Premios del Sindicato de Directores (DGA) ; Mejor dirección / película: ;2008; No es país para viejos ; George MacKay
3475;Premios del Sindicato de Directores (DGA) ; Mejor dirección / película: ;2007; Infiltrados ; Dean-Charles Chapman
3476;Premios del Sindicato de Directores (DGA) ; Mejor dirección / película: ;2006; Brokeback Mountain (En terreno vedado) ; Mark Strong
3477;Premios del Sindicato de Directores (DGA) ; Mejor dirección / película: ;2005; Million Dollar Baby ; Alfonso Cuarón
3478;Premios del Sindicato de Directores (DGA) ; Mejor dirección / película: ;2004; El señor de los anillos: El retorno del rey ; Yalitza Aparicio
3479;Premios del Sindicato de Directores (DGA) ; Mejor dirección / película: ;2003; Chicago ; Marina de Tavira
3480;Premios del Sindicato de Directores (DGA) ; Mejor dirección / película: ;2002; Una mente maravillosa ; Marco Graf
3481;Premios del Sindicato de Directores (DGA) ; Mejor dirección / película: ;2001; Tigre y dragón ; Guillermo del Toro
3482;Premios del Sindicato de Directores (DGA) ; Mejor dirección / película: ;2000; American Beauty ; Sally Hawkins
3483;Premios del Sindicato de Directores (DGA) ; Mejor dirección / película: ;1999; Salvar al soldado Ryan ; Doug Jones
3484;Premios del Sindicato de Directores (DGA) ; Mejor dirección / película: ;1998; Titanic ; Michael Shannon
3485;Premios del Sindicato de Directores (DGA) ; Mejor dirección / película: ;1997; El paciente inglés ; Damien Chazelle
3486;Premios del Sindicato de Directores (DGA) ; Mejor dirección / película: ;1996; Apolo 13 ; Emma Stone
3487;Premios del Sindicato de Directores (DGA) ; Mejor dirección / película: ;1995; Forrest Gump ; Ryan Gosling
3488;Premios del Sindicato de Directores (DGA) ; Mejor dirección / película: ;1994; La lista de Schindler ; John Legend
3489;Premios del Sindicato de Directores (DGA) ; Mejor dirección / película: ;1993; Sin perdón ; Alejandro González Iñárritu
3490;Premios del Sindicato de Directores (DGA) ; Mejor dirección / película: ;1992; El silencio de los corderos ; Leonardo DiCaprio
3491;Premios del Sindicato de Directores (DGA) ; Mejor dirección / película: ;1991; Bailando con lobos ; Tom Hardy
3492;Premios del Sindicato de Directores (DGA) ; Mejor dirección / película: ;1990; Nacido el cuatro de julio ; Domhnall Gleeson
3493;Premios del Sindicato de Directores (DGA) ; Mejor dirección / película: ;1989; Rain Man ; Alejandro González Iñárritu
3494;Premios del Sindicato de Directores (DGA) ; Mejor dirección / película: ;1988; El último emperador ; Michael Keaton
3495;Premios del Sindicato de Directores (DGA) ; Mejor dirección / película: ;1987; Platoon ; Emma Stone
3496;Premios del Sindicato de Directores (DGA) ; Mejor dirección / película: ;1986; El color púrpura ; Edward Norton
3497;Premios del Sindicato de Directores (DGA) ; Mejor dirección / película: ;1985; Amadeus ; Alfonso Cuarón
3498;Premios del Sindicato de Directores (DGA) ; Mejor dirección / película: ;1984; La fuerza del cariño ; Sandra Bullock
3499;Premios del Sindicato de Directores (DGA) ; Mejor dirección / película: ;1983; Gandhi ; George Clooney
3500;Premios del Sindicato de Directores (DGA) ; Mejor dirección / película: ;1982; Rojos ; Ed Harris
3501;Premios del Sindicato de Directores (DGA) ; Mejor dirección / película: ;1981; Gente corriente ; Ben Affleck
3502;Premios del Sindicato de Directores (DGA) ; Mejor dirección / película: ;1980; Kramer contra Kramer ; Ben Affleck
3503;Premios del Sindicato de Directores (DGA) ; Mejor dirección / película: ;1979; El cazador ; John Goodman
