id;festival;categoria;año;premiado_a;pelicula;director
5975;Premios BAFTA (Reino Unido) ; Mejor actriz secundaria: ;2006; Thandiwe Newton ; Crash (Colisión) ; Ellar Coltrane
5976;Premios BAFTA (Reino Unido) ; Mejor actriz secundaria: ;2005; Cate Blanchett ; El aviador ; David O. Russell
5977;Premios BAFTA (Reino Unido) ; Mejor actriz secundaria: ;2004; Renée Zellweger ; Cold Mountain ; Christian Bale
5978;Premios BAFTA (Reino Unido) ; Mejor actriz secundaria: ;2003; Catherine Zeta-Jones ; Chicago ; Tom Hooper
5979;Premios BAFTA (Reino Unido) ; Mejor actriz secundaria: ;2002; Jennifer Connelly ; Una mente maravillosa ; Hugh Jackman
5980;Premios BAFTA (Reino Unido) ; Mejor actriz secundaria: ;2001; Julie Walters ; Billy Elliot (Quiero bailar) ; Tate Taylor
5981;Premios BAFTA (Reino Unido) ; Mejor actriz secundaria: ;2000; Maggie Smith ; Té con Mussolini ; Emma Stone
5982;Premios BAFTA (Reino Unido) ; Mejor actriz secundaria: ;1999; Judi Dench ; Shakespeare enamorado ; Tom Hooper
5983;Premios BAFTA (Reino Unido) ; Mejor actriz secundaria: ;1998; Sigourney Weaver ; La tormenta de hielo ; Colin Firth
5984;Premios BAFTA (Reino Unido) ; Mejor actriz secundaria: ;1997; Juliette Binoche ; El paciente inglés ; Lee Daniels
5985;Premios BAFTA (Reino Unido) ; Mejor actriz secundaria: ;1996; Kate Winslet ; Sentido y sensibilidad ; Gabourey Sidibe
5986;Premios BAFTA (Reino Unido) ; Mejor actriz secundaria: ;1995; Kristin Scott Thomas ; Cuatro bodas y un funeral ; Woody Allen
5987;Premios BAFTA (Reino Unido) ; Mejor actriz secundaria: ;1994; Miriam Margolyes ; La edad de la inocencia ; Rebecca Hall
5988;Premios BAFTA (Reino Unido) ; Mejor actriz secundaria: ;1993; Miranda Richardson ; Herida ; Tony Gilroy
5989;Premios BAFTA (Reino Unido) ; Mejor actriz secundaria: ;1992; Kate Nelligan ; Frankie & Johnny ; George Clooney
5990;Premios BAFTA (Reino Unido) ; Mejor actriz secundaria: ;1991; Whoopi Goldberg ; Ghost. Más allá del amor ; Bill Condon
5991;Premios BAFTA (Reino Unido) ; Mejor actriz secundaria: ;1990; Michelle Pfeiffer ; Las amistades peligrosas ; Jamie Foxx
5992;Premios BAFTA (Reino Unido) ; Mejor actriz secundaria: ;1989; Judi Dench ; Un puñado de polvo ; Paul Haggis
5993;Premios BAFTA (Reino Unido) ; Mejor actriz secundaria: ;1988; Susan Wooldridge ; Esperanza y gloria ; Sandra Bullock
5994;Premios BAFTA (Reino Unido) ; Mejor actriz secundaria: ;1987; Judi Dench ; Una habitación con vistas ; Martin Scorsese
5995;Premios BAFTA (Reino Unido) ; Mejor actriz secundaria: ;1986; Rosanna Arquette ; Buscando a Susan desesperadamente ; Leonardo DiCaprio
5996;Premios BAFTA (Reino Unido) ; Mejor actriz secundaria: ;1985; Liz Smith ; Función privada ; Anthony Minghella
5997;Premios BAFTA (Reino Unido) ; Mejor actriz secundaria: ;1984; Jamie Lee Curtis ; Entre pillos anda el juego ; Jude Law
5998;Premios BAFTA (Reino Unido) ; Mejor actriz secundaria: ;1983; Rohini Hattangadi ; Gandhi ; Rob Marshall
5999;Premios BAFTA (Reino Unido) ; Mejor actriz secundaria: ;1982; Maureen Stapleton ; Rojos ; Renée Zellweger
6000;Premios BAFTA (Reino Unido) ; Mejor actriz secundaria: ;1981; Rachel Roberts ; Yanquis ; Ron Howard
6001;Premios BAFTA (Reino Unido) ; Mejor actriz secundaria: ;1980; Geraldine Page ; Interiores ; Russell Crowe
6002;Premios BAFTA (Reino Unido) ; Mejor actriz secundaria: ;1979; Jenny Agutter ; Equus ; Stephen Daldry
6003;Premios BAFTA (Reino Unido) ; Mejor actriz secundaria: ;1978; Jodie Foster ; Taxi Driver ; Jamie Bell
6004;Premios BAFTA (Reino Unido) ; Mejor actriz secundaria: ;1977; Jodie Foster ; Bugsy Malone, nieto de Al Capone ; Franco Zeffirelli
6005;Premios BAFTA (Reino Unido) ; Mejor actriz secundaria: ;1976; Diane Ladd ; Alicia ya no vive aquí ; Cher
6006;Premios BAFTA (Reino Unido) ; Mejor actriz secundaria: ;1975; Ingrid Bergman ; Asesinato en el Orient Express ; John Madden
6007;Premios BAFTA (Reino Unido) ; Mejor actriz secundaria: ;1974; Valentina Cortese ; La noche americana ; Gwyneth Paltrow
6008;Premios BAFTA (Reino Unido) ; Mejor actriz secundaria: ;1973; Cloris Leachman ; La última película ; Ang Lee
6009;Premios BAFTA (Reino Unido) ; Mejor actriz secundaria: ;1972; Margaret Leighton ; El mensajero ; Kevin Kline
6010;Premios BAFTA (Reino Unido) ; Mejor actriz secundaria: ;1971; Susannah York ; Danzad, danzad, malditos ; Anthony Minghella
6011;Premios BAFTA (Reino Unido) ; Mejor actriz secundaria: ;1970; Celia Johnson ; Los mejores años de Miss Brodie ; Ralph Fiennes
6012;Premios BAFTA (Reino Unido) ; Mejor actriz secundaria: ;1969; Billie Whitelaw ; Nervios rotos ; Ang Lee
6013;Premios BAFTA (Reino Unido) ; Mejor actriz secundaria: ;1968; Billie Whitelaw ; Charlie Bubbles ; Emma Thompson
6014;Premios BAFTA (Reino Unido) ; Mejor casting: ;2023; Nikki Barrett, Denise Chamian ; Elvis ; Baz Luhrmann
6015;Premios BAFTA (Reino Unido) ; Mejor actor o actriz revelación: ;2023; Emma Mackey ; Los gritos del silencio ; Roland Joffé
6016;Premios BAFTA (Reino Unido) ; Mejor actor o actriz revelación: ;2022; Lashana Lynch ; Otro tiempo, otro lugar ; Sam Waterston
6017;Premios BAFTA (Reino Unido) ; Mejor actor o actriz revelación: ;2021; Bukky Bakray ; Gandhi ; Michael Radford
6018;Premios BAFTA (Reino Unido) ; Mejor actor o actriz revelación: ;2020; Micheal Ward ; Toro salvaje ; Phyllis Logan
6019;Premios BAFTA (Reino Unido) ; Mejor actor o actriz revelación: ;2019; Letitia Wright ; Mi brillante carrera ; Richard Attenborough
6020;Premios BAFTA (Reino Unido) ; Mejor actor o actriz revelación: ;2018; Daniel Kaluuya ; El relevo ; Ben Kingsley
6021;Premios BAFTA (Reino Unido) ; Mejor actor o actriz revelación: ;2017; Tom Holland ; Superman ; Martin Scorsese
6022;Premios BAFTA (Reino Unido) ; Mejor actor o actriz revelación: ;2016; John Boyega ; La encajera ; Robert De Niro
6023;Premios BAFTA (Reino Unido) ; Mejor actor o actriz revelación: ;2015; Jack O'Connell ; Taxi Driver ; Gillian Armstrong
6024;Premios BAFTA (Reino Unido) ; Mejor actor o actriz revelación: ;2014; Haing S. Ngor ; Bugsy Malone, nieto de Al Capone ; Judy Davis
6025;Premios BAFTA (Reino Unido) ; Mejor actor o actriz revelación: ;2013; Phyllis Logan ; Lenny ; Peter Yates
6026;Premios BAFTA (Reino Unido) ; Mejor actor o actriz revelación: ;2012; Ben Kingsley ; Mahler, una sombra en el pasado ; Dennis Christopher
6027;Premios BAFTA (Reino Unido) ; Mejor actor o actriz revelación: ;2011; Joe Pesci ; El equívoco ; Richard Donner
6028;Premios BAFTA (Reino Unido) ; Mejor guion original: ;2023; Martin McDonagh ; Almas en pena de Inisherin ; Martin McDonagh
6029;Premios BAFTA (Reino Unido) ; Mejor guion original: ;2022; Paul Thomas Anderson ; Licorice Pizza ; Colin Farrell
6030;Premios BAFTA (Reino Unido) ; Mejor guion original: ;2021; Emerald Fennell ; Una joven prometedora ; Paul Thomas Anderson
6031;Premios BAFTA (Reino Unido) ; Mejor guion original: ;2020; Bong Joon-ho, Jin Won Han ; Parásitos ; Alana Haim
6032;Premios BAFTA (Reino Unido) ; Mejor guion original: ;2019; Deborah Davis, Tony McNamara ; La favorita ; Emerald Fennell
6033;Premios BAFTA (Reino Unido) ; Mejor guion original: ;2018; Martin McDonagh ; Tres anuncios en las afueras ; Carey Mulligan
6034;Premios BAFTA (Reino Unido) ; Mejor guion original: ;2017; Kenneth Lonergan ; Manchester frente al mar ; Bong Joon-ho
6035;Premios BAFTA (Reino Unido) ; Mejor guion original: ;2016; Tom McCarthy, Josh Singer ; Spotlight ; Song Kang-ho
6036;Premios BAFTA (Reino Unido) ; Mejor guion original: ;2015; Wes Anderson ; El Gran Hotel Budapest ; Yorgos Lanthimos
6037;Premios BAFTA (Reino Unido) ; Mejor guion original: ;2014; Eric Singer, David O. Russell ; La gran estafa americana ; Olivia Colman
6038;Premios BAFTA (Reino Unido) ; Mejor guion original: ;2013; Quentin Tarantino ; Django desencadenado ; Martin McDonagh
6039;Premios BAFTA (Reino Unido) ; Mejor guion original: ;2012; Michel Hazanavicius ; The Artist ; Frances McDormand
6040;Premios BAFTA (Reino Unido) ; Mejor guion original: ;2011; David Seidler ; El discurso del Rey ; Kenneth Lonergan
6041;Premios BAFTA (Reino Unido) ; Mejor guion original: ;2010; Mark Boal ; En tierra hostil ; Casey Affleck
6042;Premios BAFTA (Reino Unido) ; Mejor guion original: ;2009; Martin McDonagh ; Escondidos en Brujas ; Tom McCarthy
6043;Premios BAFTA (Reino Unido) ; Mejor guion original: ;2008; Diablo Cody ; Juno ; Michael Keaton
6044;Premios BAFTA (Reino Unido) ; Mejor guion original: ;2007; Michael Arndt ; Pequeña Miss Sunshine ; Wes Anderson
6045;Premios BAFTA (Reino Unido) ; Mejor guion original: ;2006; Paul Haggis, Robert Moresco ; Crash (Colisión) ; Ralph Fiennes
6046;Premios BAFTA (Reino Unido) ; Mejor guion original: ;2005; Charlie Kaufman ; ¡Olvídate de mí! ; David O. Russell
6047;Premios BAFTA (Reino Unido) ; Mejor guion original: ;2004; Thomas McCarthy ; Vías cruzadas ; Christian Bale
6048;Premios BAFTA (Reino Unido) ; Mejor guion original: ;2003; Pedro Almodóvar ; Hable con ella ; Quentin Tarantino
6049;Premios BAFTA (Reino Unido) ; Mejor guion original: ;2002; Guillaume Laurant, Jean-Pierre Jeunet ; Amélie ; Jamie Foxx
6050;Premios BAFTA (Reino Unido) ; Mejor guion original: ;2001; Cameron Crowe ; Casi famosos ; Michel Hazanavicius
6051;Premios BAFTA (Reino Unido) ; Mejor guion original: ;2000; Charlie Kaufman ; Cómo ser John Malkovich ; Jean Dujardin
6052;Premios BAFTA (Reino Unido) ; Mejor guion original: ;1999; Andrew Niccol ; El show de Truman ; Tom Hooper
6053;Premios BAFTA (Reino Unido) ; Mejor guion original: ;1998; Gary Oldman ; Los golpes de la vida (Nil by Mouth) ; Colin Firth
6054;Premios BAFTA (Reino Unido) ; Mejor guion original: ;1997; Mike Leigh ; Secretos y mentiras ; Kathryn Bigelow
6055;Premios BAFTA (Reino Unido) ; Mejor guion original: ;1996; Christopher McQuarrie ; Sospechosos habituales ; Jeremy Renner
6056;Premios BAFTA (Reino Unido) ; Mejor guion original: ;1995; Quentin Tarantino, Roger Avary ; Pulp Fiction ; Martin McDonagh
6057;Premios BAFTA (Reino Unido) ; Mejor guion original: ;1994; Danny Rubin, Harold Ramis ; Atrapado en el tiempo ; Colin Farrell
6058;Premios BAFTA (Reino Unido) ; Mejor guion original: ;1993; Woody Allen ; Maridos y mujeres ; Jason Reitman
6059;Premios BAFTA (Reino Unido) ; Mejor guion original: ;1992; Anthony Minghella ; Truly, Madly, Deeply ; Elliot Page
6060;Premios BAFTA (Reino Unido) ; Mejor guion original: ;1991; Giuseppe Tornatore ; Cinema Paradiso ; Jonathan Dayton
6061;Premios BAFTA (Reino Unido) ; Mejor guion original: ;1990; Nora Ephron ; Cuando Harry encontró a Sally ; Abigail Breslin
6062;Premios BAFTA (Reino Unido) ; Mejor guion original: ;1989; Shawn Slovo ; Un mundo aparte ; Paul Haggis
6063;Premios BAFTA (Reino Unido) ; Mejor guion original: ;1988; David Leland ; Si estuvieras aquí ; Sandra Bullock
6064;Premios BAFTA (Reino Unido) ; Mejor guion original: ;1987; Woody Allen ; Hannah y sus hermanas ; Michel Gondry
6065;Premios BAFTA (Reino Unido) ; Mejor guion original: ;1986; Woody Allen ; La rosa púrpura de El Cairo ; Jim Carrey
6066;Premios BAFTA (Reino Unido) ; Mejor guion original: ;1985; Woody Allen ; Broadway Danny Rose ; Tom McCarthy
6067;Premios BAFTA (Reino Unido) ; Mejor guion original: ;1984; Paul D. Zimmerman ; El rey de la comedia ; Patricia Clarkson
6068;Premios BAFTA (Reino Unido) ; Mejor guion original: ;1983; Harold Pinter ; El mensajero ; Pedro Almodóvar
6069;Premios BAFTA (Reino Unido) ; Mejor guion original: ;1982; William Goldman ; Dos hombres y un destino ; Javier Cámara
6070;Premios BAFTA (Reino Unido) ; Mejor guion original: ;1981; Waldo Salt ; Cowboy de medianoche ; Jean-Pierre Jeunet
6071;Premios BAFTA (Reino Unido) ; Mejor guion original: ;1980; Calder Willingham, Buck Henry ; El graduado ; Audrey Tautou
6072;Premios BAFTA (Reino Unido) ; Mejor guion adaptado: ;2023; Edward Berger, Lesley Paterson, Ian Stokell ; Sin novedad en el frente ; Edward Berger
6073;Premios BAFTA (Reino Unido) ; Mejor guion adaptado: ;2022; Siân Heder ; CODA: Los sonidos del silencio ; Felix Kammerer
6074;Premios BAFTA (Reino Unido) ; Mejor guion adaptado: ;2021; Christopher Hampton, Florian Zeller ; El padre ; Siân Heder
6075;Premios BAFTA (Reino Unido) ; Mejor guion adaptado: ;2020; Taika Waititi ; Jojo Rabbit ; Emilia Jones
6076;Premios BAFTA (Reino Unido) ; Mejor guion adaptado: ;2019; Spike Lee, Kevin Willmott, David Rabinowitz, Charlie Wachtel ; Infiltrado en el KKKlan ; Florian Zeller
6077;Premios BAFTA (Reino Unido) ; Mejor guion adaptado: ;2018; James Ivory ; Call Me by Your Name ; Anthony Hopkins
6078;Premios BAFTA (Reino Unido) ; Mejor guion adaptado: ;2017; Luke Davies ; Lion ; Taika Waititi
6079;Premios BAFTA (Reino Unido) ; Mejor guion adaptado: ;2016; Adam McKay, Charles Randolph ; La gran apuesta ; Roman Griffin Davis
6080;Premios BAFTA (Reino Unido) ; Mejor guion adaptado: ;2015; Anthony McCarten ; La teoría del todo ; Spike Lee
6081;Premios BAFTA (Reino Unido) ; Mejor guion adaptado: ;2014; Steve Coogan, Jeff Pope ; Philomena ; John David Washington
6082;Premios BAFTA (Reino Unido) ; Mejor guion adaptado: ;2013; David O. Russell ; El lado bueno de las cosas ; Luca Guadagnino
6083;Premios BAFTA (Reino Unido) ; Mejor guion adaptado: ;2012; Bridget O'Connor, Peter Straughan ; El topo ; Timothée Chalamet
6084;Premios BAFTA (Reino Unido) ; Mejor guion adaptado: ;2011; Aaron Sorkin ; La red social ; Garth Davis
6085;Premios BAFTA (Reino Unido) ; Mejor guion adaptado: ;2010; Jason Reitman, Sheldon Turner ; Up in the Air ; Dev Patel
6086;Premios BAFTA (Reino Unido) ; Mejor guion adaptado: ;2009; Simon Beaufoy ; Slumdog Millionaire ; Adam McKay
6087;Premios BAFTA (Reino Unido) ; Mejor guion adaptado: ;2008; Ronald Harwood ; La escafandra y la mariposa ; Christian Bale
6088;Premios BAFTA (Reino Unido) ; Mejor guion adaptado: ;2007; Peter Morgan, Jeremy Brock ; El último rey de Escocia ; James Marsh
6089;Premios BAFTA (Reino Unido) ; Mejor guion adaptado: ;2006; Larry McMurtry, Diana Ossana ; Brokeback Mountain (En terreno vedado) ; Eddie Redmayne
6090;Premios BAFTA (Reino Unido) ; Mejor guion adaptado: ;2005; Alexander Payne, Jim Taylor ; Entre copas ; Stephen Frears
6091;Premios BAFTA (Reino Unido) ; Mejor guion adaptado: ;2004; Fran Walsh, Philippa Boyens, Peter Jackson ; El señor de los anillos: El retorno del rey ; Judi Dench
6092;Premios BAFTA (Reino Unido) ; Mejor guion adaptado: ;2003; Charlie Kaufman, Donald Kaufman ; Adaptation. El ladrón de orquídeas ; David O. Russell
6093;Premios BAFTA (Reino Unido) ; Mejor guion adaptado: ;2002; Ted Elliott, Terry Rossio, David N. Weiss, Roger S.H. Schulman ; Shrek ; Bradley Cooper
6094;Premios BAFTA (Reino Unido) ; Mejor guion adaptado: ;2001; Stephen Gaghan ; Traffic ; Tomas Alfredson
6095;Premios BAFTA (Reino Unido) ; Mejor guion adaptado: ;2000; Neil Jordan ; El fin del romance ; Gary Oldman
6096;Premios BAFTA (Reino Unido) ; Mejor guion adaptado: ;1999; Elaine May ; Primary Colors ; David Fincher
6097;Premios BAFTA (Reino Unido) ; Mejor guion adaptado: ;1998; Craig Pearce, Baz Luhrmann ; Romeo + Julieta de William Shakespeare ; Jesse Eisenberg
6098;Premios BAFTA (Reino Unido) ; Mejor guion adaptado: ;1997; Anthony Minghella ; El paciente inglés ; Jason Reitman
6099;Premios BAFTA (Reino Unido) ; Mejor guion adaptado: ;1996; John Hodge ; Trainspotting ; George Clooney
6100;Premios BAFTA (Reino Unido) ; Mejor guion adaptado: ;1995; Paul Attanasio ; Quiz Show. El dilema ; Danny Boyle
6101;Premios BAFTA (Reino Unido) ; Mejor guion adaptado: ;1994; Steven Zaillian ; La lista de Schindler ; Dev Patel
6102;Premios BAFTA (Reino Unido) ; Mejor guion adaptado: ;1993; Michael Tolkin ; El juego de Hollywood ; Julian Schnabel
6103;Premios BAFTA (Reino Unido) ; Mejor guion adaptado: ;1992; Dick Clement, Ian La Frenais, Roddy Doyle ; Los Commitments ; Mathieu Amalric
6104;Premios BAFTA (Reino Unido) ; Mejor guion adaptado: ;1991; Nicholas Pileggi, Martin Scorsese ; Uno de los nuestros ; Kevin Macdonald
6105;Premios BAFTA (Reino Unido) ; Mejor guion adaptado: ;1990; Christopher Hampton ; Las amistades peligrosas ; Forest Whitaker
6106;Premios BAFTA (Reino Unido) ; Mejor guion adaptado: ;1989; Jean-Claude Carrière, Philip Kaufman ; La insoportable levedad del ser ; Ang Lee
6107;Premios BAFTA (Reino Unido) ; Mejor guion adaptado: ;1988; Claude Berri, Gérard Brach ; El manantial de las colinas ; Heath Ledger
6108;Premios BAFTA (Reino Unido) ; Mejor guion adaptado: ;1987; Kurt Luedtke ; Memorias de África ; Alexander Payne
6109;Premios BAFTA (Reino Unido) ; Mejor guion adaptado: ;1986; Richard Condon, Janet Roach ; El honor de los Prizzi ; Paul Giamatti
6110;Premios BAFTA (Reino Unido) ; Mejor guion adaptado: ;1985; Bruce Robinson ; Los gritos del silencio ; Peter Jackson
6111;Premios BAFTA (Reino Unido) ; Mejor guion adaptado: ;1984; Ruth Prawer Jhabvala ; Oriente y Occidente ; Elijah Wood
6112;Premios BAFTA (Reino Unido) ; Mejor fotografía: ;2023; James Friend ; Sin novedad en el frente ; Edward Berger
6113;Premios BAFTA (Reino Unido) ; Mejor fotografía: ;2022; Greig Fraser ; Dune ; Felix Kammerer
6114;Premios BAFTA (Reino Unido) ; Mejor fotografía: ;2021; Joshua James Richards ; Nomadland ; Denis Villeneuve
6115;Premios BAFTA (Reino Unido) ; Mejor fotografía: ;2020; Roger Deakins ;1917; Timothée Chalamet
6116;Premios BAFTA (Reino Unido) ; Mejor fotografía: ;2019; Alfonso Cuarón ; Roma ; Chloé Zhao
6117;Premios BAFTA (Reino Unido) ; Mejor fotografía: ;2018; Roger Deakins ; Blade Runner 2049 ; Frances McDormand
6118;Premios BAFTA (Reino Unido) ; Mejor fotografía: ;2017; Linus Sandgren ; La ciudad de las estrellas (La La Land) ; Sam Mendes
6119;Premios BAFTA (Reino Unido) ; Mejor fotografía: ;2016; Emmanuel Lubezki ; El renacido ; George MacKay
6120;Premios BAFTA (Reino Unido) ; Mejor fotografía: ;2015; Emmanuel Lubezki ; Birdman o (La inesperada virtud de la ignorancia) ; Alfonso Cuarón
6121;Premios BAFTA (Reino Unido) ; Mejor fotografía: ;2014; Emmanuel Lubezki ; Gravity ; Yalitza Aparicio
6122;Premios BAFTA (Reino Unido) ; Mejor fotografía: ;2013; Claudio Miranda ; La vida de Pi ; Denis Villeneuve
6123;Premios BAFTA (Reino Unido) ; Mejor fotografía: ;2012; Guillaume Schiffman ; The Artist ; Ryan Gosling
6124;Premios BAFTA (Reino Unido) ; Mejor fotografía: ;2011; Roger Deakins ; Valor de ley ; Damien Chazelle
6125;Premios BAFTA (Reino Unido) ; Mejor fotografía: ;2010; Barry Ackroyd ; En tierra hostil ; Emma Stone
6126;Premios BAFTA (Reino Unido) ; Mejor fotografía: ;2009; Anthony Dod Mantle ; Slumdog Millionaire ; Alejandro González Iñárritu
6127;Premios BAFTA (Reino Unido) ; Mejor fotografía: ;2008; Roger Deakins ; No es país para viejos ; Leonardo DiCaprio
6128;Premios BAFTA (Reino Unido) ; Mejor fotografía: ;2007; Emmanuel Lubezki ; Hijos de los hombres ; Alejandro González Iñárritu
6129;Premios BAFTA (Reino Unido) ; Mejor fotografía: ;2006; Dion Beebe ; Memorias de una geisha ; Michael Keaton
6130;Premios BAFTA (Reino Unido) ; Mejor fotografía: ;2005; Dion Beebe, Paul Cameron ; Collateral ; Alfonso Cuarón
6131;Premios BAFTA (Reino Unido) ; Mejor fotografía: ;2004; Andrew Lesnie ; El señor de los anillos: El retorno del rey ; Sandra Bullock
6132;Premios BAFTA (Reino Unido) ; Mejor fotografía: ;2003; Conrad L. Hall ; Camino a la perdición ; Ang Lee
6133;Premios BAFTA (Reino Unido) ; Mejor fotografía: ;2002; Roger Deakins ; El hombre que nunca estuvo allí ; Suraj Sharma
6134;Premios BAFTA (Reino Unido) ; Mejor fotografía: ;2001; John Mathieson ; Gladiator ; Michel Hazanavicius
6135;Premios BAFTA (Reino Unido) ; Mejor fotografía: ;2000; Conrad L. Hall ; American Beauty ; Jean Dujardin
6136;Premios BAFTA (Reino Unido) ; Mejor fotografía: ;1999; Remi Adefarasin ; Elizabeth ; Joel Coen
6137;Premios BAFTA (Reino Unido) ; Mejor fotografía: ;1998; Eduardo Serra ; Las alas de la paloma ; Jeff Bridges
6138;Premios BAFTA (Reino Unido) ; Mejor fotografía: ;1997; John Seale ; El paciente inglés ; Kathryn Bigelow
6139;Premios BAFTA (Reino Unido) ; Mejor fotografía: ;1996; John Toll ; Braveheart ; Jeremy Renner
6140;Premios BAFTA (Reino Unido) ; Mejor fotografía: ;1995; Philippe Rousselot ; Entrevista con el vampiro ; Danny Boyle
6141;Premios BAFTA (Reino Unido) ; Mejor fotografía: ;1994; Janusz Kaminski ; La lista de Schindler ; Dev Patel
6142;Premios BAFTA (Reino Unido) ; Mejor fotografía: ;1993; Dante Spinotti ; El último mohicano ; Joel Coen
6143;Premios BAFTA (Reino Unido) ; Mejor fotografía: ;1992; Pierre Lhomme ; Cyrano de Bergerac ; Josh Brolin
