id;festival;categoria;año;premiado_a
13035;Premios Guldbagge (Suecia) ; Mejor fotografía: ;2021; Sophia Olsson 
13036;Premios Guldbagge (Suecia) ; Mejor fotografía: ;2020; Lisabi Fridell 
13037;Premios Guldbagge (Suecia) ; Mejor fotografía: ;2019; Kristoffer Jönsson 
13038;Premios Guldbagge (Suecia) ; Mejor fotografía: ;2018; Fredrik Wenzel 
13039;Premios Guldbagge (Suecia) ; Mejor fotografía: ;2017; Ita Zbroniec-Zajt 
13040;Premios Guldbagge (Suecia) ; Mejor fotografía: ;2016; Gösta Reiland 
13041;Premios Guldbagge (Suecia) ; Mejor fotografía: ;2015; Fredrik Wenzel 
13042;Premios Guldbagge (Suecia) ; Mejor fotografía: ;2014; Petrus Sjövik 
13043;Premios Guldbagge (Suecia) ; Mejor fotografía: ;2013; Hoyte van Hoytema 
13044;Premios Guldbagge (Suecia) ; Mejor fotografía: ;2012; Marius Dybwad Brandrud 
13045;Premios Guldbagge (Suecia) ; Mejor fotografía: ;2011; Aril Wretblad 
13046;Premios Guldbagge (Suecia) ; Mejor fotografía: ;2010; Hoyte van Hoytema 
13047;Premios Guldbagge (Suecia) ; Mejor fotografía: ;2009; Hoyte van Hoytema 
13048;Premios Guldbagge (Suecia) ; Mejor fotografía: ;2008; Geir Hartly Andreassen 
13049;Premios Guldbagge (Suecia) ; Mejor fotografía: ;2007; Linus Sandgren 
13050;Premios Guldbagge (Suecia) ; Mejor fotografía: ;2006; Aril Wretblad 
13051;Premios Guldbagge (Suecia) ; Mejor fotografía: ;2005; Jens Fischer 
13052;Premios Guldbagge (Suecia) ; Mejor fotografía: ;2004; Peter Mokrosinski 
13053;Premios Guldbagge (Suecia) ; Mejor fotografía: ;2003; Ulf Brantas 
13054;Premios Guldbagge (Suecia) ; Mejor fotografía: ;2002; Jan Troell, Mischa Gavrjusjov 
13055;Premios Guldbagge (Suecia) ; Mejor fotografía: ;2001; István Borbás, Jesper Klevenas 
13056;Premios Guldbagge (Suecia) ; Mejor fotografía: ;2000; Anders Bohman 
13057;Premios Guldbagge (Suecia) ; Mejor fotografía: ;1999; Philip Øgaard 
13058;Premios Guldbagge (Suecia) ; Mejor fotografía: ;1998; Jens Fischer 
13059;Premios Guldbagge (Suecia) ; Mejor fotografía: ;1997; Harald Gunnar Paalgard 
13060;Premios Guldbagge (Suecia) ; Mejor fotografía: ;1996; Harald Paalgard 
13061;Premios Guldbagge (Suecia) ; Mejor fotografía: ;1995; Jens Fischer 
13062;Premios Guldbagge (Suecia) ; Mejor fotografía: ;1994; Tony Forsberg 
13063;Premios Guldbagge (Suecia) ; Mejor fotografía: ;1993; Per Källberg 
13064;Premios Guldbagge (Suecia) ; Mejor fotografía: ;1992; Esa Vuorinen 
13065;Premios Guldbagge (Suecia) ; Mejor fotografía: ;1991; Göran Nilsson 
13066;Premios Guldbagge (Suecia) ; Mejor fotografía: ;1990; Peter Mokrosinski 
13067;Premios Guldbagge (Suecia) ; Mejor música: ;2023; Eirik Havnes 
13068;Premios Guldbagge (Suecia) ; Mejor música: ;2022; Lisa Nordström 
13069;Premios Guldbagge (Suecia) ; Mejor música: ;2021; Ola Kvernberg 
13070;Premios Guldbagge (Suecia) ; Mejor música: ;2020; Nathaniel Mechaly 
13071;Premios Guldbagge (Suecia) ; Mejor música: ;2019; Johan Testad 
13072;Premios Guldbagge (Suecia) ; Mejor música: ;2018; Peter Von Poehl 
13073;Premios Guldbagge (Suecia) ; Mejor música: ;2017; Jan Sandström 
13074;Premios Guldbagge (Suecia) ; Mejor música: ;2016; Lisa Holmqvist 
13075;Premios Guldbagge (Suecia) ; Mejor música: ;2015; Mattias Bärjed, Jonas Kullhammar 
13076;Premios Guldbagge (Suecia) ; Mejor música: ;2014; Matti Bye 
13077;Premios Guldbagge (Suecia) ; Mejor música: ;2013; Benny Andersson 
13078;Premios Guldbagge (Suecia) ; Mejor música: ;2012; Ahmir-Khalib Thompson & Om'Mas Keith 
13079;Premios Guldbagge (Suecia) ; Mejor montaje: ;2023; Åsa Mossberg, Line Schou 
13080;Premios Guldbagge (Suecia) ; Mejor montaje: ;2022; Hanna Lejonqvist, Dino Jonsäter 
13081;Premios Guldbagge (Suecia) ; Mejor montaje: ;2021; Fredrik Morheden 
13082;Premios Guldbagge (Suecia) ; Mejor montaje: ;2020; Erika Gonzales, Kristin Grundström, Karolina Bengtsson 
13083;Premios Guldbagge (Suecia) ; Mejor montaje: ;2019; Dino Jonsäter 
13084;Premios Guldbagge (Suecia) ; Mejor montaje: ;2018; Anders Skov 
13085;Premios Guldbagge (Suecia) ; Mejor montaje: ;2017; Tora Mårtens, Therese Elfström 
13086;Premios Guldbagge (Suecia) ; Mejor montaje: ;2016; Kristofer Nordin 
13087;Premios Guldbagge (Suecia) ; Mejor montaje: ;2015; Jacob Secher Schulsinger, Ruben Östlund 
13088;Premios Guldbagge (Suecia) ; Mejor montaje: ;2014; Håkan Wärn 
13089;Premios Guldbagge (Suecia) ; Mejor montaje: ;2013; Andreas Jonsson, Niels Pagh Andersen, Hanna Lejonqvist 
13090;Premios Guldbagge (Suecia) ; Mejor montaje: ;2012; Göran Olsson, Hanna Lejonqvist 
13091;Premios Guldbagge (Suecia) ; Mejor vestuario: ;2023; Sofie Krunegård 
13092;Premios Guldbagge (Suecia) ; Mejor vestuario: ;2022; Amanda Wing Yee Lee 
13093;Premios Guldbagge (Suecia) ; Mejor vestuario: ;2021; Kicki Ilander 
13094;Premios Guldbagge (Suecia) ; Mejor vestuario: ;2020; Margrét Einarsdóttir 
13095;Premios Guldbagge (Suecia) ; Mejor vestuario: ;2019; Louize Nissen 
13096;Premios Guldbagge (Suecia) ; Mejor vestuario: ;2018; Kicki Ilander 
13097;Premios Guldbagge (Suecia) ; Mejor vestuario: ;2017; Mia Andersson 
13098;Premios Guldbagge (Suecia) ; Mejor vestuario: ;2016; Cilla Rörby 
13099;Premios Guldbagge (Suecia) ; Mejor vestuario: ;2015; Kicki Ilander 
13100;Premios Guldbagge (Suecia) ; Mejor vestuario: ;2014; Cilla Rörby 
13101;Premios Guldbagge (Suecia) ; Mejor vestuario: ;2013; Moa Li Lemhagen Schalin 
13102;Premios Guldbagge (Suecia) ; Mejor sonido: ;2023; Ted Krotkiewski 
13103;Premios Guldbagge (Suecia) ; Mejor sonido: ;2022; Charles de Ville, Aline Gavroy 
13104;Premios Guldbagge (Suecia) ; Mejor sonido: ;2021; Fredrik Lantz 
13105;Premios Guldbagge (Suecia) ; Mejor sonido: ;2020; Fredrik Jonsäter 
13106;Premios Guldbagge (Suecia) ; Mejor sonido: ;2019; Patrik Strömdahl 
13107;Premios Guldbagge (Suecia) ; Mejor sonido: ;2018; Andreas Franck 
13108;Premios Guldbagge (Suecia) ; Mejor sonido: ;2017; Mattias Eklund 
13109;Premios Guldbagge (Suecia) ; Mejor sonido: ;2016; Petter Fladeby, Per Nyström 
13110;Premios Guldbagge (Suecia) ; Mejor sonido: ;2015; Andreas Franck 
13111;Premios Guldbagge (Suecia) ; Mejor maquillaje: ;2023; Stefanie Gredig 
13112;Premios Guldbagge (Suecia) ; Mejor maquillaje: ;2022; Erica Spetzig 
13113;Premios Guldbagge (Suecia) ; Mejor maquillaje: ;2021; Petra Cabbe 
13114;Premios Guldbagge (Suecia) ; Mejor maquillaje: ;2020; Love Larson, Eva Von Bahr, Pia Aleborg 
13115;Premios Guldbagge (Suecia) ; Mejor maquillaje: ;2019; Anna Carin Lock, Anja Dahl 
13116;Premios Guldbagge (Suecia) ; Mejor maquillaje: ;2018; Lisa Mustafa 
13117;Premios Guldbagge (Suecia) ; Mejor maquillaje: ;2017; Jenny Fred 
13118;Premios Guldbagge (Suecia) ; Mejor maquillaje: ;2016; Anna-Lena Melin 
13119;Premios Guldbagge (Suecia) ; Mejor diseño de producción: ;2023; Linda Janson 
13120;Premios Guldbagge (Suecia) ; Mejor diseño de producción: ;2022; Linda Janson & Charlotte Alfredson 
13121;Premios Guldbagge (Suecia) ; Mejor diseño de producción: ;2021; Ulrika de Vegesack 
13122;Premios Guldbagge (Suecia) ; Mejor diseño de producción: ;2020; Roger Rosenberg 
13123;Premios Guldbagge (Suecia) ; Mejor diseño de producción: ;2019; Ulf Jonsson, Nicklas Nilsson, Sandra Parment, Isabel Sjöstrand, Julia Tegström 
13124;Premios Guldbagge (Suecia) ; Mejor diseño de producción: ;2018; Paola Holmér, Linda Janson 
13125;Premios Guldbagge (Suecia) ; Mejor diseño de producción: ;2017; Lina Nordqvist 
13126;Premios Guldbagge (Suecia) ; Mejor diseño de producción: ;2016; Roger Rosenberg 
13127;Premios Guldbagge (Suecia) ; Mejores efectos visuales: ;2023; Simon Sandin 
13128;Premios Guldbagge (Suecia) ; Mejores efectos visuales: ;2022; Jelmen Palsterman, Tony Kock 
13129;Premios Guldbagge (Suecia) ; Mejores efectos visuales: ;2021; Torbjörn Olsson, Alex Hansson 
13130;Premios Guldbagge (Suecia) ; Mejores efectos visuales: ;2020; Andreas Hylander 
13131;Premios Guldbagge (Suecia) ; Mejores efectos visuales: ;2019; Håkan Blomdahl, Torbjörn Olsson 
13132;Premios Lola  (Alemania) ; Mejor director: ;2023; Andreas Kleinert 
13133;Premios Lola  (Alemania) ; Mejor director: ;2022; Maria Schrader 
13134;Premios Lola  (Alemania) ; Mejor director: ;2021; Nora Fingscheidt 
13135;Premios Lola  (Alemania) ; Mejor director: ;2020; Andreas Dresen 
13136;Premios Lola  (Alemania) ; Mejor director: ;2019; Emily Atef 
13137;Premios Lola  (Alemania) ; Mejor director: ;2018; Maren Ade 
13138;Premios Lola  (Alemania) ; Mejor director: ;2017; Lars Kraume 
13139;Premios Lola  (Alemania) ; Mejor director: ;2016; Sebastian Schipper 
13140;Premios Lola  (Alemania) ; Mejor director: ;2015; Edgar Reitz 
13141;Premios Lola  (Alemania) ; Mejor director: ;2014; Jan Ole Gerster 
13142;Premios Lola  (Alemania) ; Mejor director: ;2013; Andreas Dresen 
13143;Premios Lola  (Alemania) ; Mejor director: ;2012; Tom Tykwer 
13144;Premios Lola  (Alemania) ; Mejor director: ;2011; Michael Haneke 
13145;Premios Lola  (Alemania) ; Mejor director: ;2010; Andreas Dresen 
13146;Premios Lola  (Alemania) ; Mejor director: ;2009; Fatih Akin 
13147;Premios Lola  (Alemania) ; Mejor director: ;2008; Marcus H. Rosenmüller 
13148;Premios Lola  (Alemania) ; Mejor director: ;2007; Florian Henckel von Donnersmarck 
13149;Premios Lola  (Alemania) ; Mejor director: ;2006; Dani Levy 
13150;Premios Lola  (Alemania) ; Mejor director: ;2005; Fatih Akin 
13151;Premios Lola  (Alemania) ; Mejor director: ;2004; Wolfgang Becker 
13152;Premios Lola  (Alemania) ; Mejor director: ;2003; Caroline Link 
13153;Premios Lola  (Alemania) ; Mejor director: ;2002; Esther Gronenborn 
13154;Premios Lola  (Alemania) ; Mejor director: ;2001; Pepe Danquart 
13155;Premios Lola  (Alemania) ; Mejor director: ;2000; Tom Tykwer 
13156;Premios Lola  (Alemania) ; Mejor director: ;1999; Wim Wenders 
13157;Premios Lola  (Alemania) ; Mejor director: ;1998; Helmut Dietl 
13158;Premios Lola  (Alemania) ; Mejor director: ;1997; Romuald Karmakar 
13159;Premios Lola  (Alemania) ; Mejor director: ;1996; Sönke Wortmann 
13160;Premios Lola  (Alemania) ; Mejor director: ;1995; Peter Sehr 
13161;Premios Lola  (Alemania) ; Mejor director: ;1994; Adolf Winkelmann 
13162;Premios Lola  (Alemania) ; Mejor director: ;1993; Helmut Dietl 
13163;Premios Lola  (Alemania) ; Mejor director: ;1992; Werner Schroeter 
13164;Premios Lola  (Alemania) ; Mejor director: ;1991; Uli Edel 
13165;Premios Lola  (Alemania) ; Mejor director: ;1990; Bernhard Wicki 
13166;Premios Lola  (Alemania) ; Mejor director: ;1989; Dominik Graf 
13167;Premios Lola  (Alemania) ; Mejor director: ;1988; Bernhard Wicki 
13168;Premios Lola  (Alemania) ; Mejor director: ;1987; Maria Knilli 
13169;Premios Lola  (Alemania) ; Mejor director: ;1986; Josef Rusnak 
13170;Premios Lola  (Alemania) ; Mejor director: ;1985; Peter Lilienthal 
13171;Premios Lola  (Alemania) ; Mejor director: ;1984; Werner Schroeter 
13172;Premios Lola  (Alemania) ; Mejor director: ;1983; Walter Bockmayer, Rolf Bührmann 
13173;Premios Lola  (Alemania) ; Mejor director: ;1982; Heidi Genée 
13174;Premios Lola  (Alemania) ; Mejor director: ;1981; Werner Schroeter 
13175;Premios Lola  (Alemania) ; Mejor director: ;1980; Rainer Werner Fassbinder 
13176;Premios Lola  (Alemania) ; Mejor director: ;1979; Wim Wenders 
13177;Premios Lola  (Alemania) ; Mejor director: ;1978; Rainer Werner Fassbinder 
13178;Premios Lola  (Alemania) ; Mejor director: ;1977; Volker Schlöndorff 
13179;Premios Lola  (Alemania) ; Mejor director: ;1976; Wim Wenders 
13180;Premios Lola  (Alemania) ; Mejor director: ;1975; Roland Klick 
13181;Premios Lola  (Alemania) ; Mejor director: ;1974; Bernhard Wicki 
13182;Premios Lola  (Alemania) ; Mejor director: ;1973; Johannes Schaaf 
13183;Premios Lola  (Alemania) ; Mejor director: ;1972; Volker Schlöndorff 
13184;Premios Lola  (Alemania) ; Mejor director: ;1971; Rainer Werner Fassbinder 
13185;Premios Lola  (Alemania) ; Mejor director: ;1970; Peter Zadek 
13186;Premios Lola  (Alemania) ; Mejor director: ;1969; Johannes Schaaf 
13187;Premios Lola  (Alemania) ; Mejor director: ;1968; Alexander Kluge 
13188;Premios Lola  (Alemania) ; Mejor director: ;1967; Ulrich Schamoni 
13189;Premios Lola  (Alemania) ; Mejor director: ;1966; Kurt Hoffmann 
13190;Premios Lola  (Alemania) ; Mejor director: ;1965; Peter Gorski, Gustaf Gründgens 
13191;Premios Lola  (Alemania) ; Mejor director: ;1964; Bernhard Wicki 
13192;Premios Lola  (Alemania) ; Mejor director: ;1963; Frank Wisbar 
13193;Premios Lola  (Alemania) ; Mejor director: ;1962; Robert Siodmak 
13194;Premios Lola  (Alemania) ; Mejor director: ;1961; Helmut Käutner 
13195;Premios Lola  (Alemania) ; Mejor director: ;1960; Alfred Weidenmann 
13196;Premios Lola  (Alemania) ; Mejor director: ;1959; Helmut Käutner 
13197;Premios Lola  (Alemania) ; Mejor director: ;1958; Rudolf Jugert 
13198;Premios Lola  (Alemania) ; Mejor director: ;1957; Josef von Báky 
13199;Premios Lola  (Alemania) ; Mejor actriz: ;2023; Meltem Kaptan 
13200;Premios Lola  (Alemania) ; Mejor actriz: ;2022; Maren Eggert 
13201;Premios Lola  (Alemania) ; Mejor actriz: ;2021; Helena Zengel 
13202;Premios Lola  (Alemania) ; Mejor actriz: ;2020; Susanne Wolff 
13203;Premios Lola  (Alemania) ; Mejor actriz: ;2019; Marie Bäumer 
13204;Premios Lola  (Alemania) ; Mejor actriz: ;2018; Sandra Hüller 
13205;Premios Lola  (Alemania) ; Mejor actriz: ;2017; Laura Tonke 
13206;Premios Lola  (Alemania) ; Mejor actriz: ;2016; Laia Costa 
13207;Premios Lola  (Alemania) ; Mejor actriz: ;2015; Jördis Triebel 
13208;Premios Lola  (Alemania) ; Mejor actriz: ;2014; Barbara Sukowa 
13209;Premios Lola  (Alemania) ; Mejor actriz: ;2013; Alina Levshin 
13210;Premios Lola  (Alemania) ; Mejor actriz: ;2012; Sophie Rois 
13211;Premios Lola  (Alemania) ; Mejor actriz: ;2011; Sibel Kekilli 
13212;Premios Lola  (Alemania) ; Mejor actriz: ;2010; Ursula Werner 
13213;Premios Lola  (Alemania) ; Mejor actriz: ;2009; Nina Hoss 
13214;Premios Lola  (Alemania) ; Mejor actriz: ;2008; Monica Bleibtreu 
13215;Premios Lola  (Alemania) ; Mejor actriz: ;2007; Sandra Hüller 
13216;Premios Lola  (Alemania) ; Mejor actriz: ;2006; Julia Jentsch 
13217;Premios Lola  (Alemania) ; Mejor actriz: ;2005; Sibel Kekilli 
13218;Premios Lola  (Alemania) ; Mejor actriz: ;2004; Hannelore Elsner 
13219;Premios Lola  (Alemania) ; Mejor actriz: ;2003; Martina Gedeck 
13220;Premios Lola  (Alemania) ; Mejor actriz: ;2002; Katrin Saß 
13221;Premios Lola  (Alemania) ; Mejor actriz: ;2001; Hannelore Elsner 
13222;Premios Lola  (Alemania) ; Mejor actriz: ;2000; Maria Schrader, Juliane Köhler 
13223;Premios Lola  (Alemania) ; Mejor actriz: ;1999; Katja Riemann 
13224;Premios Lola  (Alemania) ; Mejor actriz: ;1998; Katja Riemann 
13225;Premios Lola  (Alemania) ; Mejor actriz: ;1997; Sylvie Testud 
13226;Premios Lola  (Alemania) ; Mejor actriz: ;1996; Katja Riemann 
13227;Premios Lola  (Alemania) ; Mejor actriz: ;1995; Katja Riemann 
13228;Premios Lola  (Alemania) ; Mejor actriz: ;1994; Maria Schrader 
13229;Premios Lola  (Alemania) ; Mejor actriz: ;1993; Christiane Hörbiger 
13230;Premios Lola  (Alemania) ; Mejor actriz: ;1992; Renate Krößner 
13231;Premios Lola  (Alemania) ; Mejor actriz: ;1991; Ann-Gisel Glass 
13232;Premios Lola  (Alemania) ; Mejor actriz: ;1990; Isabelle Huppert 
13233;Premios Lola  (Alemania) ; Mejor actriz: ;1989; Lena Stolze 
13234;Premios Lola  (Alemania) ; Mejor actriz: ;1988; Zuhal Olcay 
13235;Premios Lola  (Alemania) ; Mejor actriz: ;1987; Heidemarie Hatheyer 
13236;Premios Lola  (Alemania) ; Mejor actriz: ;1986; Marianne Sägebrecht 
13237;Premios Lola  (Alemania) ; Mejor actriz: ;1985; Özay Fecht 
13238;Premios Lola  (Alemania) ; Mejor actriz: ;1984; Katharina Thalbach 
13239;Premios Lola  (Alemania) ; Mejor actriz: ;1983; Barbara Sukowa 
13240;Premios Lola  (Alemania) ; Mejor actriz: ;1982; Ursela Monn 
13241;Premios Lola  (Alemania) ; Mejor actriz: ;1981; Lena Stolze 
13242;Premios Lola  (Alemania) ; Mejor actriz: ;1980; Lena Stolze 
13243;Premios Lola  (Alemania) ; Mejor actriz: ;1979; Nastassja Kinski 
13244;Premios Lola  (Alemania) ; Mejor actriz: ;1978; Barbara Sukowa 
13245;Premios Lola  (Alemania) ; Mejor actriz: ;1977; Barbara Sukowa 
13246;Premios Lola  (Alemania) ; Mejor actriz: ;1976; Ingrid Caven 
13247;Premios Lola  (Alemania) ; Mejor actriz: ;1975; Adelheid Arndt 
13248;Premios Lola  (Alemania) ; Mejor actriz: ;1974; Krista Stadler 
13249;Premios Lola  (Alemania) ; Mejor actriz: ;1973; Jutta Lampe 
13250;Premios Lola  (Alemania) ; Mejor actriz: ;1972; Hanna Schygulla 
13251;Premios Lola  (Alemania) ; Mejor actriz: ;1971; Tina Engel 
13252;Premios Lola  (Alemania) ; Mejor actriz: ;1970; Romy Schneider 
13253;Premios Lola  (Alemania) ; Mejor actriz: ;1969; Angela Winkler 
13254;Premios Lola  (Alemania) ; Mejor actriz: ;1968; Edith Clever 
13255;Premios Lola  (Alemania) ; Mejor actriz: ;1967; Grischa Huber 
13256;Premios Lola  (Alemania) ; Mejor actriz: ;1966; Lina Carstens 
13257;Premios Lola  (Alemania) ; Mejor actriz: ;1965; Brigitte Mira 
13258;Premios Lola  (Alemania) ; Mejor actriz: ;1964; Margit Carstensen 
13259;Premios Lola  (Alemania) ; Mejor actriz: ;1963; Irm Hermann 
13260;Premios Lola  (Alemania) ; Mejor actriz: ;1962; Hanna Schygulla 
13261;Premios Lola  (Alemania) ; Mejor actriz: ;1961; Hanna Schygulla 
13262;Premios Lola  (Alemania) ; Mejor actriz: ;1960; Thekla Carola Wied 
13263;Premios Lola  (Alemania) ; Mejor actriz: ;1959; Alexandra Kluge 
13264;Premios Lola  (Alemania) ; Mejor actriz: ;1958; Sabine Sinjen 
13265;Premios Lola  (Alemania) ; Mejor actriz: ;1957; Jana Brejchová 
13266;Premios Lola  (Alemania) ; Mejor actriz: ;1956; Mira Stupica 
13267;Premios Lola  (Alemania) ; Mejor actriz: ;1955; Elisabeth Bergner 
13268;Premios Lola  (Alemania) ; Mejor actriz: ;1954; Vera Tschechowa 
13269;Premios Lola  (Alemania) ; Mejor actriz: ;1953; Hilde Krahl 
13270;Premios Lola  (Alemania) ; Mejor actriz: ;1952; Nadja Tiller 
13271;Premios Lola  (Alemania) ; Mejor actriz: ;1951; Liselotte Pulver 
13272;Premios Lola  (Alemania) ; Mejor actor: ;2023; Albrecht Schuch 
13273;Premios Lola  (Alemania) ; Mejor actor: ;2022; Oliver Masucci 
13274;Premios Lola  (Alemania) ; Mejor actor: ;2021; Albrecht Schuch 
13275;Premios Lola  (Alemania) ; Mejor actor: ;2020; Alexander Scheer 
13276;Premios Lola  (Alemania) ; Mejor actor: ;2019; Franz Rogowski 
13277;Premios Lola  (Alemania) ; Mejor actor: ;2018; Peter Simonischek 
13278;Premios Lola  (Alemania) ; Mejor actor: ;2017; Peter Kurth 
13279;Premios Lola  (Alemania) ; Mejor actor: ;2016; Frederick Lau 
13280;Premios Lola  (Alemania) ; Mejor actor: ;2015; Dieter Hallervorden 
13281;Premios Lola  (Alemania) ; Mejor actor: ;2014; Tom Schilling 
13282;Premios Lola  (Alemania) ; Mejor actor: ;2013; Milan Peschel 
13283;Premios Lola  (Alemania) ; Mejor actor: ;2012; Florian David Fitz 
13284;Premios Lola  (Alemania) ; Mejor actor: ;2011; Burghart Klaußner 
13285;Premios Lola  (Alemania) ; Mejor actor: ;2010; Ulrich Tukur 
13286;Premios Lola  (Alemania) ; Mejor actor: ;2009; Elmar Wepper 
13287;Premios Lola  (Alemania) ; Mejor actor: ;2008; Josef Bierbichler 
13288;Premios Lola  (Alemania) ; Mejor actor: ;2007; Ulrich Mühe 
13289;Premios Lola  (Alemania) ; Mejor actor: ;2006; Henry Hübchen 
13290;Premios Lola  (Alemania) ; Mejor actor: ;2005; Birol Ünel 
13291;Premios Lola  (Alemania) ; Mejor actor: ;2004; Daniel Brühl 
13292;Premios Lola  (Alemania) ; Mejor actor: ;2003; Daniel Brühl 
13293;Premios Lola  (Alemania) ; Mejor actor: ;2002; Daniel Brühl 
13294;Premios Lola  (Alemania) ; Mejor actor: ;2001; Daniel Brühl 
13295;Premios Lola  (Alemania) ; Mejor actor: ;2000; Daniel Brühl 
13296;Premios Lola  (Alemania) ; Mejor actor: ;1999; Moritz Bleibtreu 
13297;Premios Lola  (Alemania) ; Mejor actor: ;1998; Moritz Bleibtreu 
13298;Premios Lola  (Alemania) ; Mejor actor: ;1997; Uwe Ochsenknecht 
13299;Premios Lola  (Alemania) ; Mejor actor: ;1996; August Diehl 
13300;Premios Lola  (Alemania) ; Mejor actor: ;1995; Ulrich Noethen 
13301;Premios Lola  (Alemania) ; Mejor actor: ;1994; Jürgen Vogel 
13302;Premios Lola  (Alemania) ; Mejor actor: ;1993; Götz 
13303;Premios Lola  (Alemania) ; Mejor actor: ;1992; Joachim Król 
13304;Premios Lola  (Alemania) ; Mejor actor: ;1991; André Eisermann 
13305;Premios Lola  (Alemania) ; Mejor actor: ;1990; Heinz Hoenig 
13306;Premios Lola  (Alemania) ; Mejor actor: ;1989; Horst Krause, Joachim Król 
13307;Premios Lola  (Alemania) ; Mejor actor: ;1988; Mario Adorf 
13308;Premios Lola  (Alemania) ; Mejor actor: ;1987; Götz 
13309;Premios Lola  (Alemania) ; Mejor actor: ;1986; Michael Gwisdek 
