,puntuacion,total_premios,razzie,director,guion,musica,fotografia,reparto_1,reparto_2,reparto_3,reparto_4,reparto_5,duracion,year,accion,aventuras,belico,ciencia ficcion,cine negro,comedia,drama,fantastico,infantil,intriga,musical,romance,terror,thriller,western,pais
2032,5.4,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,150
2033,6.1,0,0,0,0,0,0,4,1,3,1,0,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5177
2034,7.4,3,0,2,0,1,4,6,0,1,0,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,314
2035,7.2,0,0,0,0,0,2,0,1,0,0,6,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,886
2036,5.4,0,0,0,1,0,0,2,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5177
2037,8.4,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5177
2038,6.4,3,0,0,1,1,0,0,0,0,0,0,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1042
2039,6.4,9,0,2,2,0,0,15,0,2,1,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5177
2040,7.6,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,213
2041,7.0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1042
2042,6.4,0,0,1,0,0,1,0,0,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1042
2043,7.1,0,0,0,1,0,0,5,0,2,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5177
2044,7.6,0,0,0,0,0,0,0,3,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,717
2045,7.1,0,0,0,1,0,0,3,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5177
2046,4.5,1,2,0,0,0,0,2,0,0,0,1,2,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5177
2047,7.2,0,0,3,1,1,8,2,2,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,89
2048,5.2,0,0,0,0,0,0,0,2,1,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5177
2049,6.9,8,0,0,1,13,2,0,0,1,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5177
2051,7.9,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,717
2052,7.8,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,33
2053,7.2,3,0,0,1,2,1,1,2,0,0,0,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,141
2054,7.3,4,0,1,0,0,0,1,0,1,2,1,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,886
2055,6.1,0,0,0,0,0,10,3,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,886
2056,4.8,0,0,0,0,0,1,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5177
2057,4.4,0,0,0,0,0,0,1,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5177
2058,5.4,0,0,0,0,0,0,4,0,3,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5177
2059,6.5,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1042
2060,6.8,4,0,0,0,0,0,0,10,7,4,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5177
2061,6.6,0,0,0,2,2,0,0,0,2,0,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5177
2062,7.0,7,0,2,1,1,1,1,3,0,3,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1042
2064,4.7,0,0,0,0,0,0,0,4,0,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5177
2065,5.6,0,0,0,0,1,0,0,0,0,4,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5177
2067,6.6,1,0,2,0,4,1,1,3,1,2,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,174
2069,6.1,0,0,0,0,13,0,0,2,1,1,0,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5177
2070,7.4,0,0,4,1,1,0,1,1,0,0,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5177
2071,5.1,0,0,0,0,2,1,0,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1042
2072,6.5,2,0,2,0,0,1,1,0,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,150
2073,6.9,0,0,3,1,4,0,0,1,1,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,89
2075,4.1,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1042
2076,6.7,0,0,0,0,1,0,4,10,0,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5177
2077,7.1,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,174
2078,5.5,2,0,1,0,1,0,1,2,0,0,0,2,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5177
2079,4.4,0,0,0,0,0,0,0,0,0,1,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314
2080,6.7,0,0,0,1,0,1,5,1,1,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,886
2081,4.2,3,6,2,2,0,1,1,4,0,0,1,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5177
2082,4.3,0,0,0,1,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1042
2083,4.1,0,0,0,0,0,0,4,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5177
2084,6.4,3,0,1,0,17,1,7,0,0,2,1,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,314
2086,6.1,0,0,0,0,2,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,75
2087,6.4,0,0,0,0,0,1,0,6,0,1,1,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,886
2088,6.5,0,0,0,0,0,1,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5177
2089,5.4,0,0,1,0,0,0,6,0,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,43
2090,8.0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5177
2091,5.5,0,0,0,0,0,0,3,2,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5177
2092,6.5,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,886
2093,6.6,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,150
2094,5.4,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5177
2095,5.5,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5177
2096,6.7,0,0,1,1,0,0,4,2,0,0,0,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,886
2097,6.1,1,0,0,0,0,0,2,1,0,0,0,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5177
2098,4.7,0,0,1,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5177
2099,6.7,0,0,0,0,0,0,1,3,2,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,314
2100,5.2,0,0,0,0,0,0,1,0,0,0,5,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5177
2101,5.2,0,0,0,0,4,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5177
2103,6.5,0,0,1,0,0,2,2,2,0,1,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,717
2105,7.3,0,0,0,0,0,0,0,1,0,0,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,717
2106,7.1,2,0,0,0,0,1,1,1,1,0,0,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,886
2107,5.2,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,314
2108,7.3,3,0,0,1,5,1,2,0,0,0,0,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,150
2114,7.2,7,0,1,3,3,2,2,1,8,0,9,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5177
2115,4.1,0,0,0,0,0,0,2,0,2,5,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5177
2116,5.1,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5177
2117,6.0,0,0,0,0,0,0,0,4,3,1,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5177
2118,6.5,0,0,8,0,1,2,0,0,2,2,1,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5177
2119,6.5,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16
2120,6.4,0,0,2,1,1,0,2,9,0,3,1,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,717
2121,4.4,0,0,0,0,0,0,0,0,1,0,0,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,886
2122,5.5,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,886
2123,4.2,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5177
2124,6.2,0,0,0,0,13,0,2,0,1,2,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5177
2125,4.5,0,0,0,0,0,0,1,2,0,1,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1042
2126,5.1,1,0,0,0,1,0,0,2,0,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5177
2127,5.1,0,0,0,0,0,0,3,0,0,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5177
2128,5.5,0,0,0,0,0,0,0,0,0,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,75
2129,6.6,0,0,1,3,1,0,1,0,0,1,0,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5177
2131,5.0,1,0,2,1,0,0,0,5,0,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1042
2132,6.3,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
2133,7.8,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,141
2134,7.0,4,0,3,1,1,8,6,0,3,0,8,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,314
2136,6.5,9,0,3,2,1,0,6,3,1,0,1,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1042
2137,6.6,0,0,2,0,0,0,0,1,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,717
2138,6.6,1,0,1,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
2139,7.9,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,213
2142,6.1,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22
2143,5.2,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5177
2144,5.0,0,0,0,0,0,0,4,2,4,0,0,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5177
2145,6.4,0,0,0,0,0,0,0,0,0,1,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,717
2146,7.5,0,0,1,0,0,1,1,0,3,1,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,886
2147,5.2,0,0,0,0,0,0,2,3,4,0,0,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5177
2148,8.2,16,0,10,2,1,1,2,1,0,0,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,886
2149,7.1,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5177
2150,5.5,1,0,0,0,0,1,6,0,0,1,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5177
2151,6.6,0,0,2,2,0,0,1,3,1,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,141
2153,7.1,11,0,6,8,15,0,2,1,7,6,0,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1042
2155,7.2,0,0,0,0,0,0,1,1,1,2,2,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5177
2156,6.7,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5177
2157,6.7,0,0,0,0,0,6,2,0,1,0,0,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5177
2158,4.2,0,0,0,0,4,0,0,0,0,2,1,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1042
2159,7.4,0,0,1,0,1,0,4,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5177
2160,6.8,6,0,0,1,2,0,6,3,1,0,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5177
2161,7.1,0,0,2,0,0,0,2,0,0,0,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,213
2162,5.6,0,0,1,0,0,0,0,0,0,1,4,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5177
2163,8.1,1,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5177
2164,6.4,0,0,0,1,0,0,2,0,3,3,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,717
2165,7.5,9,0,1,4,0,0,2,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5177
2166,6.0,0,0,0,0,0,0,1,1,0,0,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1042
2167,6.2,0,0,0,0,0,1,2,0,0,1,0,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,886
2168,4.8,0,0,0,0,0,1,2,1,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1042
2169,6.1,0,0,2,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,102
2170,4.7,0,0,0,0,0,1,3,0,0,0,0,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5177
2171,7.2,0,0,3,8,1,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5177
2173,5.2,0,0,0,0,0,0,3,0,1,7,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,886
2174,6.0,0,0,1,0,1,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,213
2175,6.7,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,314
2176,6.4,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,886
2177,7.6,0,0,2,6,0,3,1,0,1,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5177
2179,6.1,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22
2180,6.1,0,0,0,0,0,0,5,2,0,1,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1042
2181,5.4,1,0,0,0,0,0,1,2,0,0,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,141
2182,6.5,5,0,0,0,0,0,0,4,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,43
2183,4.2,0,0,0,0,0,0,2,4,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5177
2184,5.2,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5177
2185,5.4,0,0,0,0,0,0,3,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5177
2186,6.4,1,0,0,0,1,0,0,0,0,3,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,141
2187,6.6,0,0,0,0,1,1,0,0,2,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5177
2188,5.4,0,0,3,1,0,0,0,5,1,1,4,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1042
2189,4.8,0,0,0,3,0,0,4,1,1,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5177
2190,6.1,0,0,0,3,0,0,0,0,1,3,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5177
2191,6.7,0,0,0,0,0,2,2,0,0,4,9,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5177
2192,6.1,0,0,0,0,2,0,2,1,0,0,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5177
2193,5.5,0,0,0,0,0,0,4,4,2,2,3,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5177
2194,6.7,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5177
2195,5.1,0,0,1,0,0,1,0,0,0,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
2196,6.6,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213
2197,7.1,0,0,2,1,1,0,2,4,14,1,0,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5177
2198,5.5,0,0,0,0,0,0,0,0,0,1,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,717
2199,7.1,0,0,2,0,0,0,0,0,3,0,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,314
2200,6.0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1042
2201,6.1,0,0,0,0,0,0,1,1,3,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5177
2202,7.9,1,0,4,0,3,1,4,2,0,0,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5177
2203,6.8,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24
2204,6.9,1,0,1,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,60
2205,8.2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5177
2206,7.0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42
2207,3.9,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5177
2208,6.7,0,0,4,0,0,0,3,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5177
2209,6.4,2,0,0,0,0,0,4,0,0,10,1,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5177
2210,6.4,0,0,0,0,0,1,0,0,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
2211,4.1,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5177
2212,4.1,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5177
2213,5.4,0,0,0,0,1,0,0,1,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,314
2214,4.5,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,717
2215,5.2,0,1,0,0,9,0,0,1,3,0,1,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5177
2219,7.1,0,0,1,0,0,0,4,0,2,2,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5177
2220,7.9,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,33
2221,7.5,0,0,2,0,1,0,1,1,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5177
2222,4.2,0,0,0,0,0,0,4,0,0,0,0,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5177
2223,4.4,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1042
2224,7.1,1,0,0,0,0,0,0,3,0,0,1,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,717
2225,4.9,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8
2226,8.2,0,0,2,0,4,0,3,2,0,0,0,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5177
2228,5.5,0,0,0,0,0,0,0,0,0,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5177
2229,7.8,0,0,1,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,33
2230,4.2,0,0,0,0,0,1,5,0,0,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5177
2231,6.7,1,0,0,0,0,8,1,0,0,0,3,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,314
2232,7.4,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,717
2233,4.5,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5177
2234,6.0,0,0,0,1,2,0,3,0,4,0,0,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5177
2238,6.6,0,0,0,0,0,0,0,0,0,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
2239,5.0,0,0,0,0,0,0,1,1,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5177
2240,5.4,0,0,1,0,0,0,9,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5177
2241,5.5,0,0,0,0,1,0,0,0,0,2,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5177
2242,6.7,0,0,0,0,0,0,0,2,3,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5177
2243,7.0,0,0,4,2,0,0,3,0,1,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5177
2244,6.0,1,0,0,1,0,2,0,0,0,1,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,314
2245,6.3,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5177
2246,6.4,0,0,1,0,5,3,0,2,0,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,717
2247,4.4,0,0,0,0,0,0,0,0,0,0,8,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5177
2248,4.3,0,0,0,0,0,1,0,0,0,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5177
2249,5.2,0,0,0,1,0,0,4,0,1,0,0,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5177
2250,4.3,0,0,0,0,0,0,0,0,0,0,10,2,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5177
2251,6.4,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15
2253,5.6,0,0,0,1,1,0,4,2,0,0,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5177
2254,7.0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,60
2255,6.2,0,0,0,0,0,0,1,1,1,0,1,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1042
2256,5.0,0,0,0,0,0,0,0,0,1,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,717
2257,6.8,0,0,2,0,0,0,5,3,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5177
2258,5.4,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6
2259,3.8,0,0,0,0,0,0,0,4,0,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5177
2260,7.9,0,0,1,0,0,0,1,4,0,2,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,886
2261,6.6,0,0,0,1,0,0,0,2,0,0,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21
2263,4.8,0,0,0,0,0,0,3,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1042
2264,4.6,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5177
2265,7.3,0,0,1,0,2,0,4,10,4,0,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5177
2266,5.1,0,0,1,0,6,1,8,1,1,0,1,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,886
2268,6.0,0,0,1,1,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5177
2269,5.4,0,0,0,0,1,0,0,0,4,0,0,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5177
2270,6.3,2,0,3,0,0,0,0,0,0,4,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,717
2271,6.6,0,0,0,0,0,0,5,0,0,0,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5177
2272,4.5,1,2,0,0,0,0,0,1,2,0,0,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5177
2273,6.7,0,0,0,0,0,0,1,0,0,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213
