,puntuacion,total_premios,razzie,director,guion,musica,fotografia,reparto_1,reparto_2,reparto_3,reparto_4,reparto_5,duracion,year,accion,aventuras,belico,ciencia ficcion,cine negro,comedia,drama,fantastico,infantil,intriga,musical,romance,terror,thriller,western,pais
5071,7.2,0,0,1,0,0,0,2,0,2,3,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,886
5072,4.6,0,0,1,0,0,2,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,314
5073,6.9,0,0,0,0,0,0,1,0,1,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5177
5074,4.4,0,0,0,0,0,0,0,0,0,0,0,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,75
5075,7.1,0,0,1,0,0,1,0,0,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
5076,7.1,0,0,1,0,0,0,1,1,2,0,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,70
5077,4.0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5177
5078,7.6,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,717
5079,6.0,2,0,0,0,0,0,0,4,1,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5177
5080,4.1,0,0,0,0,0,0,1,0,1,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5177
5081,5.5,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5177
5082,5.1,0,0,0,1,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5177
5083,4.2,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,41
5084,3.9,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5177
5085,6.4,8,0,6,2,0,0,0,6,3,0,0,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,77
5086,5.2,0,0,0,0,0,0,3,15,5,1,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5177
5087,5.0,0,0,0,0,4,0,2,0,0,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,717
5088,7.5,0,0,1,0,1,0,4,1,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,886
5089,7.1,1,0,3,8,0,0,5,0,5,0,1,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5177
5091,7.5,0,0,0,3,0,0,6,7,0,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,886
5092,4.7,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5177
5093,6.7,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,70
5094,5.2,0,0,0,0,0,1,3,5,0,0,2,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,886
5095,7.2,0,0,0,1,0,0,0,0,0,0,0,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,717
5096,6.4,1,0,3,2,0,8,2,0,0,0,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1042
5097,7.0,1,0,0,0,0,0,4,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5177
5098,4.4,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
5099,4.8,0,0,0,0,2,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5177
5103,6.5,2,0,0,0,0,2,1,1,0,0,5,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,886
5104,6.5,6,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25
5105,4.5,0,0,1,0,0,0,1,0,0,0,1,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5177
5106,4.7,0,0,0,0,0,0,1,10,7,0,0,2,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5177
5107,7.6,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,213
5108,7.5,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5177
5109,4.2,0,0,0,0,0,0,2,2,0,0,3,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5177
5110,6.4,0,0,6,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,77
5111,6.6,0,0,6,1,2,0,11,8,0,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,314
5113,6.0,0,0,0,0,0,1,0,0,1,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,141
5114,4.8,0,0,0,0,0,0,3,0,1,1,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5177
5115,4.5,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1042
5116,6.1,0,0,0,0,1,0,1,0,0,2,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5177
5117,5.2,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5177
5118,4.0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5177
5119,6.6,1,0,0,0,2,0,3,1,0,4,2,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1042
5121,5.2,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,886
5122,7.0,0,0,1,0,0,1,0,0,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,150
5123,7.0,0,0,0,0,0,1,0,0,0,0,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,886
5124,6.7,0,0,0,0,1,1,2,5,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5177
5125,6.6,0,0,1,0,0,1,4,6,3,0,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5177
5126,6.7,0,0,0,0,0,0,3,0,9,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,75
5127,6.4,0,0,0,0,0,0,1,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,886
5128,4.7,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5177
5129,5.5,0,0,0,0,2,0,0,0,0,0,0,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5177
5130,5.2,0,0,0,0,0,0,0,0,5,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5177
5131,4.4,0,0,0,0,1,1,5,0,0,0,0,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5177
5132,5.1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1042
5133,5.0,0,0,0,0,0,0,0,4,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5177
5134,6.7,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5177
5135,6.3,0,0,0,0,0,0,0,2,0,0,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5177
5136,6.2,0,0,1,0,0,0,0,0,1,0,0,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5177
5137,3.9,0,0,0,0,0,1,0,0,3,0,0,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5177
5138,6.4,0,0,0,0,0,0,4,1,7,7,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,886
5139,5.2,0,0,0,0,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,886
5140,7.5,0,0,3,0,0,0,0,9,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5177
5141,6.1,0,0,0,0,2,5,1,1,0,0,0,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5177
5142,6.1,1,0,0,0,0,0,6,2,0,2,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1042
5143,6.1,0,0,0,0,0,0,2,0,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1042
5144,7.1,5,0,0,0,1,0,4,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5177
5146,5.1,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,174
5148,6.6,0,0,6,0,0,0,1,5,1,0,3,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5177
5149,6.4,2,0,1,1,0,8,5,4,0,0,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,314
5150,8.4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5177
5151,6.1,0,0,0,0,1,0,7,10,0,0,0,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,886
5152,4.2,0,0,0,0,0,0,0,0,1,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1042
5153,5.2,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,717
5154,7.3,0,0,0,0,0,1,0,4,1,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5177
5155,6.7,0,0,0,1,0,0,0,6,5,0,2,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,886
5156,4.1,0,0,0,0,0,0,0,1,2,1,1,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1042
5157,4.8,0,0,0,0,0,0,0,4,0,3,0,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5177
5158,5.6,0,0,0,0,0,1,0,1,0,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,886
5159,7.1,0,0,2,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5177
5160,6.2,1,0,1,0,0,0,1,1,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,102
5161,6.5,0,0,0,0,0,0,1,0,0,0,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5177
5162,7.9,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,213
5163,5.3,0,0,0,0,0,1,0,18,0,1,0,2,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5177
5164,5.2,2,0,4,0,1,1,0,0,0,0,0,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,886
5167,7.0,7,0,0,3,0,0,7,6,0,1,1,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,886
5168,6.4,0,0,3,0,0,0,1,0,4,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,33
5169,6.3,0,0,0,0,0,0,0,2,3,0,1,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5177
5170,5.0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5177
5171,4.5,0,0,0,0,1,1,0,0,0,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5177
5172,4.4,0,0,0,0,0,0,0,0,1,0,0,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5177
5173,6.5,4,0,1,0,0,0,1,0,0,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5177
5174,6.6,1,0,0,0,0,1,0,0,0,0,0,2,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
5175,7.1,0,0,0,0,0,0,0,0,1,0,1,2,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,150
5176,6.7,1,0,0,1,0,2,0,1,1,0,0,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,717
5178,6.5,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5177
5180,4.4,0,0,0,0,0,0,0,0,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,150
5181,6.1,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
5182,6.0,0,0,0,0,0,0,0,0,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1042
5183,5.0,0,0,0,1,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,75
5184,6.3,0,0,0,9,1,0,3,7,2,2,0,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,886
5185,7.1,8,0,1,3,0,0,4,5,1,0,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5177
5186,6.6,0,0,2,0,0,0,0,1,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,70
5187,7.3,0,0,0,0,0,0,0,0,0,0,2,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,213
5188,6.4,0,0,0,0,0,0,0,1,2,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5177
5189,6.4,0,0,0,0,2,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5177
5191,4.8,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5177
5192,5.1,1,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,32
5193,7.3,1,0,4,0,1,1,1,1,2,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5177
5194,6.3,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1042
5195,4.5,0,0,0,0,0,0,3,7,0,2,9,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5177
5197,6.6,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5177
5198,7.3,2,0,1,0,0,1,9,2,1,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,717
5200,6.4,0,0,0,0,17,0,1,0,2,2,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,314
5202,7.4,0,0,0,0,2,1,0,0,0,0,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25
5203,6.2,0,0,2,0,0,4,15,0,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5177
5205,4.2,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5177
5206,6.4,2,0,2,0,0,0,1,1,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,141
5207,6.3,0,0,0,0,0,2,6,0,0,0,0,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5177
5208,4.8,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5177
5209,6.6,0,0,0,0,0,0,1,0,0,0,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4
5210,6.4,0,0,0,0,0,0,0,0,1,0,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,141
5211,6.2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5177
5212,4.4,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,141
5213,6.6,0,0,0,0,0,0,5,0,6,0,0,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5177
5214,5.2,0,0,0,0,0,0,2,1,1,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5177
5215,5.1,0,0,0,0,6,0,1,3,0,2,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1042
5216,6.1,0,0,0,0,1,1,7,4,0,1,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,886
5217,4.4,0,0,0,0,0,0,0,4,0,1,1,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5177
5218,5.4,0,0,0,0,0,0,1,1,4,3,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5177
5219,8.1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,213
5220,5.1,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5177
5221,5.0,0,0,0,0,0,0,0,1,0,4,2,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5177
5222,4.0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5177
5223,6.1,0,0,0,1,0,0,1,1,2,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5177
5224,5.4,0,0,0,0,1,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5177
5225,6.6,0,0,0,0,0,0,3,3,0,15,0,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12
5226,6.1,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22
5227,6.2,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25
5228,3.9,0,0,0,0,0,0,0,0,1,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5177
5229,6.5,0,0,0,0,0,0,1,0,1,0,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5177
5230,6.6,3,0,1,1,0,1,0,0,0,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22
5231,6.5,0,0,0,0,0,0,0,1,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5177
5232,6.5,2,0,1,0,0,0,0,1,2,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5177
5233,6.4,0,0,0,0,0,0,2,5,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5177
5234,5.2,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5177
5235,4.0,0,0,0,0,0,0,4,2,0,1,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5177
5236,7.1,0,0,0,0,0,1,5,0,1,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,886
5237,6.8,0,0,0,0,0,0,3,1,2,10,1,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5177
5238,6.7,0,0,1,0,0,2,5,0,9,5,0,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5177
5239,4.8,1,0,1,0,6,0,1,1,4,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1042
5240,7.7,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,213
5241,4.1,0,0,1,0,0,0,5,0,0,0,0,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5177
5242,6.5,0,0,0,0,0,0,1,3,1,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,150
5243,4.1,0,0,0,0,0,0,2,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5177
5244,6.7,0,0,0,0,1,0,0,0,0,4,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5177
5245,7.4,0,0,0,0,0,0,0,0,0,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
5246,7.1,0,0,0,0,0,1,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5177
5247,5.4,0,0,0,0,0,0,2,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5177
5248,5.2,0,0,1,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5177
5249,5.4,0,0,0,0,0,3,1,1,15,1,1,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,886
5250,4.4,0,0,0,1,0,0,3,7,0,1,0,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5177
5251,5.2,0,0,0,0,0,0,3,4,0,1,1,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5177
5252,6.1,0,0,0,0,0,2,2,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,43
5253,5.4,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,314
5254,7.3,8,0,1,0,3,1,0,0,0,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,314
5255,8.2,0,0,2,0,1,0,5,1,1,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5177
5256,6.2,0,0,1,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
5257,4.8,0,0,1,0,0,0,0,1,0,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5177
5258,6.5,0,0,0,0,1,0,0,0,0,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
5259,6.3,0,0,1,0,1,0,3,2,2,0,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5177
5261,5.0,0,0,0,1,0,0,1,6,2,2,2,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1042
5263,6.2,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,213
5264,8.0,0,0,0,0,0,0,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5177
5265,6.4,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,174
5266,5.5,0,0,0,0,1,1,0,2,1,2,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5177
5267,5.0,0,0,0,0,1,0,0,0,0,2,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5177
5268,7.2,0,0,0,0,0,0,0,5,0,0,0,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5177
5269,7.8,2,0,0,0,0,1,2,1,0,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5177
5271,6.0,0,0,1,1,0,0,1,1,1,0,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,886
5272,7.1,0,0,0,0,0,2,5,0,0,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5177
5273,4.4,1,0,0,0,0,1,0,0,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,886
5274,6.6,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5177
5275,5.1,1,0,0,0,0,1,3,3,1,1,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1042
5276,7.0,1,0,0,0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,886
5277,5.6,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,314
5278,6.6,0,0,7,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13
5279,6.1,0,0,1,0,0,1,2,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,314
5280,5.2,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5177
5281,7.2,1,0,0,0,0,0,0,1,0,0,8,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5177
5282,6.9,0,0,0,2,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,150
5283,6.2,1,0,0,0,0,0,0,2,0,0,3,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,886
5285,5.6,0,0,0,0,0,0,0,2,2,5,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,886
5286,4.5,0,0,0,0,3,0,4,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,174
5287,5.4,0,0,0,0,2,1,0,0,0,0,0,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,89
5288,6.8,2,0,0,1,1,0,0,2,2,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5177
5289,6.5,0,0,0,0,0,0,0,0,1,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,717
5290,6.3,0,0,0,0,0,0,0,0,0,0,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,141
5291,6.6,8,0,1,1,0,1,0,0,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5292,7.8,0,0,4,0,9,1,4,6,3,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5177
5293,4.8,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,886
5294,4.3,0,0,0,0,2,0,0,0,0,0,0,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5177
5295,7.2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5177
5296,7.3,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,314
5297,4.9,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5177
5298,6.6,0,0,0,0,0,0,0,1,0,0,0,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,717
5299,6.3,0,0,0,0,0,0,1,1,0,0,1,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1042
5300,4.1,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5177
5301,4.8,0,0,0,0,0,0,0,0,0,1,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5177
5302,6.6,0,0,0,0,2,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5177
